company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue,job_state,company_age,job_simp,seniority,job_languages,job_cloud,job_viz,job_databases,job_bigdata,job_devops,job_education,job_experience
NextGenITSupport,4.0,"Raleigh, NC",Network data engineer - onsite,"Job Title: Network Data Engineer.
Must have Skill: HP ARUBA experience.
Rate: $45/hour
Location: On-Site in Raleigh, North Carolina
Job Description:
Experience with HP ARUBA is a must.
Develop and install network infrastructure, configurations and equipment such as routers and switches
Monitor networks and troubleshoot issues or outages.
LAN, WAN, SWITCH & ROUTING experience is needed.
Consult with clients to suggest network solutions
Manage junior employees and provide training resources for team members
Test and install new computer systems, hardware, software and applications
Develop engineering design packages to integrate new processes into existing ones
Collaborate with clients, other tech support services and network providers to ensure the quality of networks
Team player and support on-call responsibilities as HP ARUBA NMS team member
Coordinate upgrades/updates and maintenance of HP ARUBA NMS tool solutions
Collaborate across multiple technical teams and lines of business with focus on implementing enterprise NMS solutions.
Strong problem-solving and troubleshooting skills
Excellent communication and interpersonal abilities
Ability to work independently and as part of a team
Ability to multi-task, prioritize, and manage time efficiently
Highly organized and detail-oriented
Certifications:-
CCNA minimum CCNP preferred.
· 7+ years experience with network planning, design, and implementing LAN, WAN, network security, and wireless network infrastructures.
Job Type: Contract
Pay: $45.00 - $48.00 per hour
Schedule:
8 hour shift
Monday to Friday
Work Location: In person",83700,Unknown,Company - Public,,,-1,Unknown / Non-Applicable,NC,-1,data engineer,na,[],[],[],[],[],[],,+10 years
"DiNi Communications, Inc.",3.0,Remote,Senior Data Engineer,"DiNi Communications, Inc. is seeking a Senior Data Engineer. This person needs to be a team player with exceptional communication skills. Maintaining the confidentiality of the client's information is of utmost importance.
Skills and experience:
· 12+ years of experience in data engineering with a focus on designing and building scalable data platforms using cloud technologies.
· Strong experience designing and implementing data models and schemas in Snowflake.
· Define Snowflake databases objects to support efficient data storage and retrieval.
· Expert proficiency in SQL and one or more programming languages such as Python, Java, or Scala.
· Knowledge of cloud-based data platforms such as AWS, Azure, or GCP, including experience with cloud-based storage, compute, and data processing services.
Experience designing and implementing ETL and data integration pipelines, and familiarity with data modeling concepts and database design principles.
· Excellent communication skills and the ability to collaborate effectively with cross-functional teams.
· Experience with Agile methodologies and working in an Agile team environment.
· Experience developing production-grade, large-scale data solutions using cloud technologies.
· Experience managing data orchestration at scale using tools such as Airflow and Dagster.
· Familiarity with version control systems (e.g., Git) and CI/CD principles.
Preferred skills:
· Experience developing dashboards and reports in applications such as Oracle Analytics Server (OAS), Microsoft Power BI, and Google Looker.
· Thorough experience with data integration tools such as Informatica Intelligent Cloud Services and MuleSoft.
· Experience using Azure services for Security, Blob Storage, Data Lake, Databricks, Data Factory etc.
· Experience with Azure Monitoring services
· Microsoft Certified Azure Solutions Architect Expert or a Snowpro Certification or a similar one
Tasks include, but are not limited to:
· Collaborate with stakeholders to define and understand data needs.
· Design and develop efficient data architectures that can support large-scale data processing and storage requirements.
· Develop and maintain data pipelines, data models, and ETL processes that align with business requirements, data quality standards, and industry best practices.
· Work closely with other data engineering teams to build and maintain reusable data pipelines and tools, enabling faster time-to-market for data-driven solutions.
· Monitor, troubleshoot, and optimize data pipelines and processes for performance, reliability, and scalability.
· Ensure the quality and integrity of various datasets across different platforms and data sources.
· Continuously evaluate and recommend emerging technologies and methodologies to improve data engineering processes, workflows, and performance.
· Mentor and guide junior data engineers on technical best practices, code reviews, and design patterns to ensure high-quality, scalable, and maintainable data engineering solutions.
· Perform special technology-related projects, as assigned.
Job Type: Full-time
Pay: $80.00 - $95.00 per hour
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
(12+) Data engineering: 10 years (Required)
Snowflake: 5 years (Preferred)
Expert proficiency in SQL: 10 years (Preferred)
AWS, Azure, or GCP: 5 years (Preferred)
design and implementing ETL and data integration pipelines: 5 years (Preferred)
Agile methodologies: 5 years (Preferred)
developing production-grade, large-scale data solutions: 5 years (Preferred)
managing data orchestration: 5 years (Preferred)
version control systems and CI/CD principles: 4 years (Preferred)
local, state, or federal government entities: 2 years (Preferred)
leveraging Jira, Trello, ServiceNow or other tools: 3 years (Preferred)
Work Location: Remote",157500,Unknown,Company - Private,Information Technology,Information Technology Support Services,-1,Unknown / Non-Applicable,Remote,-1,data engineer,senior,"['sql', 'java', 'scala', 'python']","['databricks', 'snowflake', 'aws', 'azure']","['looker', 'power bi']","['snowflake', 'oracle']",[],[],bachelor,2-5 years
INTELETECH GLOBAL INC,3.7,"Altamonte Springs, FL",Data Engineer,"Role: Data Engineer
Location: Florida
Type: Contract ( Only w2 )
Visa: Any
Experience level: Mid-level

The Role: · You'll be developing, deploying, and maintaining our production data pipeline which produces risk scores and patient reports vital to the workflows of doctors and care coordinators.· You'll be ensuring product deliverables are executed reliably and accurately on a regular basis.· You'll be managing and monitoring client interfaces to ensure timely delivery of data.

Qualifications :· Bachelor's Degree in computer science, physics, math, or a related field· Minimum 3+ years experience in data engineering in industrial or clinical settings· Experience in deploying data pipelines to production, including large-scale cloud deployments· Adaptability within a dynamic and collaborative environment· Commitment to improve processes and reduce inefficiencies· Deep curiosity to dive into the details of human research studies

We also appreciate if you have familiarity with the following:

Python
SQL
Cloud platforms (e.g. AWS)
Relational and no-SQL database systems
Multi-modal and sensor data",83235,1 to 50 Employees,Company - Private,Financial Services,Accounting & Tax,-1,Unknown / Non-Applicable,FL,-1,data engineer,na,"['sql', 'python']",['aws'],[],[],[],[],bachelor,+10 years
keasis Inc,4.0,"Wilmington, DE",Big Data Engineer,"Big Data Engineer - (ETL/Data Warehousing/Java)
Wilmington, DE
6+ Month CTH
5 openings
Supporting big data platforms
Going through a modernization and data center migration
Moving from informatica tools to Java/Spark, big data, data modeling etc – Java is a MUST HAVE
Looking for strong sr devs with Java/Spark skillsets
Any modernization or migration experience is a huge plus
Transitioning from ETL skillsets into java/spark
Required Skills:
5+ years of professional experience as a developer in a data warehousing or other data oriented, batch processing environment
5+ years experience in analysis of data or complex processes and systems, demonstrating strong analytical skills
3+ years of hands on experience with Java
2+ years of hands on experience with Spark
3+ years of hands on experience with relational databases such as Teradata or Oracle
3+ years using SQL
2+ years creating complex technical designs which included data mappings
Experience with Unix shell scripting (is a plus)
Experience with Tableau or other BI Reporting tools is a plus
Experience with Ab Initio is a plus
Experience with a scheduling tool, especially Control-M, is a plus.
Experience with issue analysis and resolution including usage of issue resolution processes for application production problems.
Experience working in an Agile setting
Demonstrated ability to work in a team environment with a structured SDLC and interface and coordinate with a variety of business and I/T groups.
Job Type: Contract
Salary: $50.00 - $70.00 per hour
Ability to commute/relocate:
Wilmington, DE 19801: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
How many years of Big Data experience do you have?
Are you ready to work on W2?
Experience:
Informatica: 8 years (Required)
SQL: 5 years (Required)
Data warehouse: 5 years (Required)
Work Location: One location",108000,,,,,-1,,DE,-1,data engineer,na,"['sql', 'java', 'shell']",[],['tableau'],['oracle'],['spark'],[],,5-10 years
Arcon Group Inc,4.0,"Mooresville, NC",Data Engineer,"Job Title: Dot NET Full Stack
Location: Charlotte, NC (Day 1 Onsite)
Duration: 12+ Months
Client: Wells Fargo
only on W2
Interview Mode: Phone & TEAMS
Note: We are looking only at OPT & H1-B
Minimum 3-5 years of experience with C#, .NET
Familiarity with the ASP.NET framework, SQL Server, and design/architectural patterns (e.g. Model-View-Controller (MVC))Experienced in implementing niche solutions with C# and .NET
Abundant experience in designing and writing reusable code with C# and .NET
Experienced with SQL/Oracle/Linux/Windows Servers
Work experience with Oracle, SQL, MySQL Database
Good to Have
Familiarity with Any Cloud Functions
C++/Java/Perl
Power Shell script
SAFE Agile Development
Job Type: Full-time
Salary: $45.00 - $55.00 per hour
Experience level:
3 years
4 years
5 years
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Mooresville, NC 28115: Reliably commute or planning to relocate before starting work (Required)
Education:
Master's (Preferred)
Experience:
Informatica: 1 year (Preferred)
SQL: 2 years (Preferred)
ASP.NET: 1 year (Preferred)
License/Certification:
Driver's License (Preferred)
Work Location: One location",90000,,,,,-1,,NC,-1,data engineer,na,"['sql', 'java', 'shell']",[],[],"['sql server', 'oracle', 'mysql']",[],[],master,0-2 years
Blackspoke,4.9,"Chantilly, VA",Data Engineer,"Own your opportunity to serve as a critical component of our nation’s safety and security. Make an impact by using your expertise to protect our country from threats and help ensure today is safe and tomorrow is smarter. Our work depends on a Data Engineer joining our team to support data analysts, data scientists, and big data engineers in identifying data sources, performing exploratory data analysis, developing data models, ensuring data cleanliness and accuracy to provide new mission-enhancing insights.

What you will be working on:
As the Data Engineer, you will tailor cutting-edge solutions to the unique requirements of our clients and make systems performance and availability your priority.
Expand our mission capabilities in automating data integration and collection strategies
Coordinate system development to include design, modeling, security, integration, and formal testing
Contribute to completion of engineering programs and projects
Develop solutions to a variety of complex engineering problems
Optimize the data ingestion pipeline architecture, develop strategies for efficient ingestion, processing, storage, structuring, and access
Improve responsiveness and overall performance of the data ingestion pipeline architecture
Prepare and maintain documentation for processes and procedures relate to engineering projects

What you will bring to us (Must):
Active TS/SCI with CI Polygraph
Current DoD IAT II Level certification

Would be nice if you bring the following (Highly Desired):
Bachelor's degree in Engineering, Computer Science, or other related analytical, scientific, or technical discipline
3+ years of related experience
Strong Python skills, Experience with messages systems like Kafka, Working experience with ETL processing, Working experience with data workflow products like NiFi
Working knowledge of entity resolution systems, Experience with Lambda functions, Working experience with Python RESTful API services / JDBC

What you will get:
Joining a team of technology experts and partners in the same mission
A high-growth environment with plenty of opportunities to grow your career as the company grows
Owner and Leadership team that come from technical backgrounds so they understand the day-to-day challenges of the technical consulting world and can offer real-life solutions and guidance
Highly competitive benefits package that shows we want to hire the very best

Equal Opportunity Employer/Veterans/Disabled. Individuals with disabilities, including disabled veterans or veterans with service-connected disabilities, are encouraged to apply. If you need assistance applying outside of the online application, please contact recruiting@blackspoke.com for more information.",96671,51 to 200 Employees,Company - Private,Government & Public Administration,National Agencies,2011,$5 to $25 million (USD),VA,12,data engineer,na,['python'],[],[],[],['kafka'],[],bachelor,
Rite Pros,3.4,"Portland, ME",Big Data Engineer,"Big Data Engineer with Bachelor’s degree in Computer Science, Computer Information Systems, Information Technology, or a combination of education and experience equating to the U.S. equivalent of a Bachelor’s degree in one of the aforementioned subjects.
Job Duties:
Define and manage the data architecture framework, standards, and principles, including modeling, metadata, security, reference, and master data.
Define reference architecture, and models to provide a common vocabulary, reusable components, and industry best practices.
Create solution frameworks integrating large or complex data sets.
Lead all data modeling efforts within DataBricks, including the design of data structures and the identification of business transformation logic.
Analyzing and translating business requirements into conceptual and fully detailed logical data models.
Creating logical data models based on existing applications and databases.
Working with business architects, and data stewards to capture business requirements in a Logical Data Model.
Transform the logical representation of the model into a physical representation and work with data engineering team to instantiate and manage the data.
Contribute to assessment of appropriate data platform(s) for solutioning efforts.
Collaborate with the BI and Analytics teams on creating the optimized, reusable semantic model, complete with metadata and lineage information.
Define and govern data modeling and design standards, tools, best practices, and related development for enterprise data models
Maintain the metadata - the ""data about the data"" describing the data model, its structure, and semantics
Recommend data and design patterns for common business functionality
Assist in multi-phase roadmaps within and across functional teams
Provide insight and technology recommendations that result in enterprise solutions and architectural risk mitigation.
Contribute to innovation strategies by exploring, investigating, recommending, benchmarking and implementing new data centric technologies for the platform.
Identify, design, and implement internal process improvements such as automation of manual processes, optimization of data delivery and re-design of existing infrastructure for greater scalability.
Build the infrastructure and processes required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and/or other data technologies.
Create and maintain data-related documentation (e.g. data dictionaries, data maps, data models etc.)
Work with data engineering and analytics experts to strive for greater functionality in our data systems and incorporation of industry best practices
Work experience / Technologies required for the position :
Experience building and optimizing Big Data, Data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, meta data, dependency and workload management.
A successful history of manipulating, processing and extracting value from large disconnected data sets.
Working knowledge of message queuing, stream processing, and highly scalable Big Data, data stores.
Experience supporting and working with cross-functional teams in a dynamic environment.
Experience in a Data Engineer or similar roles, who has attained a Bachelor’s degree in Bachelor’s degree in Engineering, Computer Science, Information Technology, related field or equivalent work experience.
Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.
Experience with AWS cloud services: EC2, EMR, RDS, Redshift
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.
Work location is Portland, ME with required travel to client locations throughout USA.

Rite Pros is an equal opportunity employer (EOE).

Please Mail Resumes to:
Rite Pros, Inc.
565 Congress St, Suite # 305
Portland, ME 04101.
Email: resumes@ritepros.com",97894,1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,-1,Less than $1 million (USD),ME,-1,data engineer,na,"['scala', 'java', 'nosql', 'sql', 'python']","['databricks', 'aws', 'redshift']",[],[],"['kafka', 'spark', 'hadoop']",[],bachelor,
Resolution Life,3.5,"Sydney, FL",Senior Data Engineer,"At Resolution Life, we’re proud to have evolved into a global business under the Resolution Life name. For customers, advisers, companies and the industry. We’re making an impact worldwide
Resolution Life Group is a global life insurance group focusing on the acquisition and management of in-force life insurance policies. With assets of $31 billion and 1.5 million customers, Resolution Life are providing existing customers with life insurance, super and investments.

Why us?
Our platform vision is to be the leading in-force specialist life-insurer in Australasia by 2024, by being customer-obsessed and data-driven.
We are one of the first life insurers globally to operate in an entirely Enterprise Agile environment. The strategic priorities of the platform are focused on ensuring the business is future-fit and sustainable, and to grow through bolt-on acquisition of in-force portfolios. We are guided by core behaviours that inform the way Resolution Life team members show up each day and interact with others.
The Opportunity
The individual will play a hands-on role and work closely with business and technology stakeholders to deliver an enterprise-wide data solution in our data platform to grow and retain data domain expertise to support our data driven vision and reduce our ongoing operating costs and technical debit.
Your Story
Align Architecture, Solution Design with business requirements.
Design, Build and Maintain Physical data model in data platform layers.
Map business glossary, data definition and data sets to physical data model
Build ETL that collects, manage, and convert raw data into consumable tables applying technical logic based on business rules.
Responsible to defining and building job orchestration.
Build of database objects by applying application best practices
Build of reusable components and frameworks based on application best practices.
Build a robust codebase to improve data reliability, efficiency, latency, and quality.
Build code and maintain version control by following Software development lifecycle.
Responsible for unit testing and system testing and system integration testing.
Build a test-driven development approach to identify data anomalies and data quality issues.
Support SIT, UAT and Performance Testing
Support Code deployment and Code stabilisation in UAT, Pre-Prod and Prod environments
Present details technical design at DnA design forum and obtain approval.
Be a key technical leader across data platforms technologies including Snowflake, SQL Server, Informatica Cloud, H2O, DBT, advanced SQL, Power BI and Azure / AWS Cloud
Critical Skills
At Resolution Life, we have identified the following critical skills which are key to success in our culture:
Customer Focused: Passionate drive to delight our customers and offer unique solutions that deliver on their expectations.
Critical Thinking: Thoughtful process of analysing data and problem-solving data to reach a well-reasoned solution.
Team Mentality: Partnering effectively to drive our culture and execute on our common goals.
Business Acumen: Appreciation and understanding of the financial services industry in order to make sound business decisions.
Learning Agility: Openness to new ways of thinking and acquiring new skills to retain a competitive advantage.
What Will We Do For You:
Our culture underpins our values and guides our decision making. It's also what makes Resolution Life a great place to work.
Resolution Life Australasia supports virtual working, and our enduring primary place of work continues to be “virtual” with the physical office and home office used interchangeably. We recognise that our workers can contribute and connect equally regardless of where they are located, and we have seen and experienced the wellbeing and benefits that come from working at home. This means some of us work at home most of the time, in the office most of the time or a balanced mix.
Every day is an opportunity to grow – and we hope to offer our people a career, not just a job.
The learning and development opportunities we offer include supporting the completion of executive-level short courses, access to leading online learning tools, on the job training, and mentoring by highly experienced business leaders.
Join us
Before commencing employment in this role you will need to provide two references, full working rights and complete police and credit checks through an online provider.
As an equal opportunity employer strongly committed to working in a diverse and inclusive workforce you will be provided with any support or accessibility requirements throughout your interview process. Please feel free to contact our Talent Team directly at talent@resolutionlife.com.au.
Privacy Policy
Please refer to our
Privacy Policy
to learn about how we use the information you give us, alternatively you can view the same information by navigating to the page
https://www.resolutionlife.com.au/privacy
.",105758,201 to 500 Employees,Company - Private,Insurance,Insurance Carriers,2003,Unknown / Non-Applicable,FL,20,data engineer,senior,['sql'],"['snowflake', 'aws', 'azure']",['power bi'],"['sql server', 'snowflake', 'dbt']",[],[],,
Colorado Rockies Baseball Club,3.8,"Denver, CO",Senior Data Engineer,"Senior Data Engineer

The Role
The Colorado Rockies Baseball Club is building a platform to house all our baseball data, from scouting reports to baseball statistics and rosters, into an all-encompassing application that will help us more effectively and efficiently make baseball decisions. This role will be responsible for building and maintaining the ingestion, transformation, and cloud storage of baseball data that will drive analysis and decision-making in all facets of Baseball Operations. The Senior Engineer will be a technical leader on the team and help grow less-experienced engineers.

Essential Duties and Responsibilities
Implement ETL pipelines from various external vendors for the use of internal statistical analysis.
Facilitate the aggregation of data for consumption by technical and non-technical users.
Maintain existing pipelines and debug problems that arise.
Work closely with a web development team to deliver the data they need for an internal information application.
Assist less-experienced engineers with their projects to increase their skill sets.

Job Requirements
Bachelor’s degree or completion of an immersive technical program in Computer Science, Information Systems, Computer Engineering, Web Development, or a related field preferred.
At least five years of experience working in data engineering.
Experience and strong understanding of AWS cloud services including S3, Cloudwatch, Glue, and CDK.
Expert-level understanding of relational databases, including SQL Server, MySQL, and Postgres.
In depth experience using a scripting language for data management or analysis, such as Python or R.
Strong understanding of handling and parsing various data formats, including XML, JSON, and CSV.
Relocation and on-site work are required for this position.

Preferred Skills
Strongly prefer experience with commonly used baseball data sources, such as StatCast, EBIS, Trackman and CollegeSplits.
Understanding of modern baseball analysis.
Experience working with Apache Airflow and additional ingestion management tools not mentioned above.

SALARY RANGE:
$115,000 - $135,000 a year. This is a regular status, full-time position eligible for all company benefits including but not limited to Health Insurance (medical, dental, vision), Retirement, and accrued time off (Vacation/ Sick/ Holiday).

EQUAL OPPORTUNITY EMPLOYER:
Rockies baseball is for everyone! We pride ourselves on hiring, developing, and promoting talent as an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, national origin, gender, age, religion, disability, veteran status, or any other category protected by law. In addition, we will endeavor to provide reasonable accommodation to otherwise qualified job applicants and employees with known physical or mental disabilities in compliance with the ADA. All employment and promotion decisions will be decided on the basis of qualifications, merit, and business needs",125000,501 to 1000 Employees,Company - Private,"Arts, Entertainment & Recreation",Sports & Recreation,1991,Less than $1 million (USD),CO,32,data engineer,senior,"['sql', 'r', 'python']",['aws'],[],"['sql server', 'mysql']",[],[],bachelor,
Pyramid Global Hospitality Corporate Offices - Boston,4.0,"Boston, MA",Data Engineer Manager,"About Us:
At Pyramid Global Hospitality, people come first. As a company that values its employees, Pyramid Global Hospitality is dedicated to creating a supportive and inclusive work environment that fosters diversity, growth, development, and wellbeing. Our commitment to a People First culture is reflected in our approach to employee development, employee benefits and our dedication to building meaningful relationships.

Pyramid Global Hospitality offers a range of employment benefits, including comprehensive health insurance, retirement plans, and paid time off, as well as unique perks such as on-site wellness programs, local discounts, and employee rates on hotel stays. In addition, Pyramid Global Hospitality is committed to providing ongoing training and development opportunities to help our people build the skills and knowledge they need to advance their careers.

Whether you are just starting out in the hospitality industry or are a seasoned professional, Pyramid Global Hospitality offers a supportive and collaborative work environment that encourages growth and fosters success, in over 230 properties worldwide. Join their team and experience the benefits of working for a company that values its employees and is committed to creating exceptional guest experiences.

Check out this video for more information on our great company!
Location Description:

Pyramid Global Hospitality (“Pyramid”) is a leading hotel management company, operating in the US, Caribbean, and Western Europe. With portfolio revenues exceeding $3 billion, Pyramid manages 230 hotels, resorts, and conference centers, both branded and independent. The firm maintains offices in Boston (Headquarters), Cincinnati, Houston, and London. Additional information about Pyramid can be found at www.pyramidglobal.com

In 2021, Pyramid and Benchmark Resorts and Hotels merged to add an additional 59 Managed or Asset Managed Resorts and over 10,000 additional team members. The two companies share the same company culture, values and philosophies. We are growing and opportunities abound!

What really sets Pyramid apart from our competitors is our reputation as an employer. Professional growth is not just possible throughout the company but planned and encouraged. The Leadership Team at Pyramid consider team member development its first priority, understanding that success is only achieved in a workplace where every contributor is respected and recognized. This is why we deliver superior results.

There is opportunity to work directly with senior leaders, experience stretch assignments and learn hospitality management from industry giants. You will come to know a distinctive people centric culture that is at the core of all we do. The decisions we make and the paths we take are bound by a commitment to our Owners, Associates, Customers and the Communities where we work. We attract the most talented associates in the industry, and actively encourage candidates with a “hospitality spirit” who may be thinking about a career change to join our team.

Overview:
Our organization is seeking a highly motivated Manager of Data Engineering to oversee and advance our data management capabilities. You will be joining a dynamic team and playing a critical role in managing data pipelines that provide decision-making information used by our field leaders, corporate executives, and property owners. Timely, accurate information is our competitive advantage and this role is pivotal to our success.

The primary focus involves leveraging data management best practices to improve data reliability and quality. This includes ensuring day-to-day operational excellence, enabling new data source integration supporting the company’s aggressive growth plans, and evolving our data capabilities.

This leadership role involves strategic design and operational execution. You will join a team led by the Vice President of Data Sciences and play a crucial part in advancing our data strategy and supporting the company's ever-expanding appetite for information.

Essential Functions:

As the Data Engineering Manager, your responsibilities will include but not be limited to:
Support and improve the data pipeline operations – extract/transform/load data from various sources, manage storage, make data available for analytics
Resolve data integrity issues with measures to permanently address the root cause
Architect data management practices to ensure high-quality data
Drive thought-leadership for optimizing our data pipelines for advanced analytics
Implement best-practice methodologies to accelerate our data velocity
Automate data management processes for more efficient data capture, storage, and availability
Establish a data governance capability to solidify ownership across the data life cycle
Facilitate collaboration with stakeholders from across the company to create improvements in effective data use
Stay current with the latest technologies and methodologies
Other responsibilities as assigned
Qualifications:
A Bachelor's degree in Computer Science, Information Systems, or a related field
Demonstrate data management leadership experience
Microsoft Azure Synapse Analytics ecosystem
Azure SQL Data Warehousing experience
ETL expertise with large, complex, heterogeneous datasets
Accomplished work with PowerBI, star-schemas, and analytics data prep
Solid understanding of data analysis and machine learning
A track record of delivering successful data management improvement projects
Excellent communication and interpersonal skills
Strong problem-solving skills and the ability to work independently
A commitment learning about the latest technologies and methodologies

If you're a highly motivated individual with experience in data management and a desire to drive process improvement, we want to hear from you!
Compensation Range: The compensation for this position is $110,000.00/Yr. - $125,000.00/Yr. based on qualifications and experience.",117500,,,,,-1,,MA,-1,data engineer,na,['sql'],['azure'],[],[],[],[],bachelor,
HARAMAIN SYSTEMS INC.,5.0,"New Richmond, WI",ETL-Data Engineer: Direct hire,"Role : Data Engineer
Location : Roseville MN. (Can be mostly remote, but ideally someone could go in occasionally as needed)

Essential Functions and Accountabilities of the Data Engineer:
Design and build data models and data transformations efficiently and reliably to fit the analytical needs of the business
Develop and maintain ETL processes utilizing Azure Cloud tools such as Azure Data Factory, FiveTran, DataBricks as well as efficient cloud data strategies to minimize costs
Engage with teams to push the boundaries of analytical insights, creating new product features using data, and powering data models
Anticipate, Identify and solve issues concerning data management to improve data quality
Understand and use continuous integration, test driven development and production deployment frameworks using DevOps and GIT
Develop and champion modern Data Engineering concepts to technical audience and business stakeholders
Manage and maintain relational databases, including but not limited to SQL Server
Maintain data integrity and transparency to increase data, reporting and dashboard confidence and consistency across all departments
Advocate for new sources of data to create actionable insights and recommendations
Define and communicate business rules and terms governing use of the data including security and data lifecycle management
Communicate technical and non-technical information clearly, concisely, and effectively both orally and in writing. Present findings, recommendations, and specifications in formal reports and/or oral presentations

Knowledge & Education Requirements:
BA/BS degree in Computer Science, Database Administration or similar work experience
3-5+ years of experience in Data Engineering
2 or more years of experience in data modeling, data architecture and ETL
Experience with tools and concepts related to data and analytics, such as dimensional modeling, reporting tools, data governance, data warehousing, structured and unstructured data
Proficient in at least one major programming language (e.g.. Java Script, Python) and comfortable working with SQL
Advanced understanding of analytics tools and methods, best practices and awareness of new techniques of analytics
Experience working with relational databases like SQL, Postgres and Data Bricks
Experience working with ETL tools like Azure Data Factory, Fivetran and SSIS

This is a remote position.",57125,51 to 200 Employees,Company - Private,Human Resources & Staffing,HR Consulting,-1,Unknown / Non-Applicable,WI,-1,data engineer,na,"['sql', 'java', 'go', 'python']","['databricks', 'azure']",['ssis'],['sql server'],[],[],,+10 years
Moser Consulting,4.6,"Indianapolis, IN",Senior Data Engineer,"About Moser
For more than 25 years we have formed partnerships and grown through open and honest collaboration with our clients, partners, and employees. We are best known for taking great care of our clients, our dedication to creating a work environment where employees do their best work, and our deep commitment to continuous improvement. Our consultants work in a collaborative and fast-paced environment, are self-motivated, and are passionate about evolving technology. It is no accident that we are recognized as one of the Best Places to Work in Indiana for 10 consecutive years.
Internally, we believe in building strong teams from the top down with a focus on values in our Model-Coach-Care philosophy. Our leadership are encouraged and trained to model good practices, mentor other employees and each other, and show empathy and caring in all interactions. This is the base of our core values: Accountability, Balance, Collaboration, Focus, Integrity, Social Responsibility, Support and Transparency.
Moser Consulting believes in equal opportunity for all people and is committed to enabling a diverse, equitable, and inclusive culture. We foster a spirit of unity that respects the remarkable individuality of everyone's culture, history, and service.
Description
We are seeking an experienced Senior Data Engineer to join our team. As a Senior Data Engineer, you will be responsible for designing and implementing complex data pipelines that enable efficient data processing, storage, and retrieval. You will work closely with internal and external stakeholders to ensure that data is available and accessible for business analysis and decision making. You will also be responsible for mentoring and coaching data engineers and collaborating with cross-functional teams to drive data strategy and innovation.
Design, Develop, Deploy, and Monitor complex data pipelines which may contain various required transformations of data using various languages and techniques.
Work with client stakeholders to understand their data needs and design data solutions to meet those needs.
Work with Pre-Sales team to prepare level of effort estimates for incoming projects.
Optimize and tune data processing and storage systems for performance, scalability, and reliability.
Ensure data quality and integrity by implementing data validation, cleansing, and transformation processes.
Stay up-to-date with emerging technologies and trends in data engineering and propose new solutions to improve the data infrastructure.
Identify, design, and implement internal process improvements.
Define and drive data engineering strategy, best practices, and standards across the organization
Requirements
At least 7 years of experience in data engineering.
Strong programming skills in Python, SQL, or other programming languages commonly used in data engineering.
Experience with data warehousing, data modeling, and data architecture.
Strong understanding of ETL processes, data integration, and data transformation.
Experience with cloud-based data solutions such as AWS, Azure, or Google Cloud Platform.
Strong problem-solving and analytical skills.
Strong communication and collaboration skills to work effectively with client stakeholders.
Ability to create functioning ETL prototypes to address quickly changing business needs.
Ability to clearly articulate pros and cons of proposed technologies and solutions.
Familiarity with Azure Data Factory, Azure Data Lake Storage, and/or Snowflake.
Preferred
10+ years of experience in data engineering.
Azure, Databricks, or Snowflake certifications.
Experience with technologies such as Hadoop, Spark, and Kafka.
Understanding of DevOps principles and practices, including Continuous Integration, Continuous Deployment pipelines, and configuration management.
Understanding of Azure services, including Azure Compute, Storage, Network, Security, and Management services. Knowledge of Azure architecture patterns and best practices.
Required Location: Indianapolis, IN
Where You'll Work
Moser has two offices in Indianapolis, IN, and one in Baltimore, MD. This position will require you to be in the Indianapolis, IN area.
Benefits
For more than 25 years, Moser Consulting has been the go-to source for exceptional IT talent with the ability to self-manage. At Moser Consulting, our people are our #1 asset. We hire the best people, welcome them like family, connect them with opportunities, and let them do what they do best: produce innovative solutions to technology problems.
Our culture gives us a competitive advantage by keeping our employees happy, healthy, and by lowering stress levels in a very demanding industry. It is no accident that we are recognized as one of the Best Places to Work in Indiana. We focus on giving employees: an incredible work space; a fun, collaborative, and creative atmosphere; an extremely generous compensation package; and dozens of outstanding and unique perks usually not found at one company.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",114691,201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,1996,$25 to $100 million (USD),IN,27,data engineer,senior,"['sql', 'go', 'python']","['snowflake', 'google cloud', 'azure', 'aws', 'databricks']",[],['snowflake'],"['kafka', 'spark', 'hadoop']",[],,5-10 years
