company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
"Infinity Quest
3.9",3.9,"Cleveland, OH",Data Center Engineer,"Required Skillsets:
1. Datacenter Management
2. Hardware Rack & Stack Cabling
3. Knowledge and operational of Diesel Generators, Cooling & Chillers
4. Inventory Asset management
5. DC Monitoring DC availability
6. Handling of CISCO UCS HW and VX RAIL, POWER FLEX
Activities:
1. Operate and Manage both routine and emergency service on a variety of state-of-the-art critical systems such as:
a. Medium voltage switchgear,
b. diesel generators,
c. UPS systems
d. Power distribution equipment, chillers, cooling towers, computer room air handlers,
e. Fire detection / suppression; building monitoring systems (BMS), building Automated Systems (BAS) ; etc
2. Supervise the on-site management of sub-contractors and vendors, ensuring that all work is performed according to established practices and procedures.
3. Manage local client relationship and act as the point of contact for the company at this site.
4. Establish performance benchmarks, conduct analyses and prepare reports on all aspects of the critical facility operations and maintenance.
5. Work with IT managers and other business leaders to coordinate projects, manage capacity and optimize plant safety, performance, reliability and efficiency.
6. Create, utilize and administer MOPs , SOPs, and Preventative Maintenance Procedures for all work on critical data center facility equipment.
7. Schedule work activities, within specified change control / management protocol.
8. Maintain a constant state of readiness in support of the mission goal of 99.999% uptime
9. Racking, Stacking of Infrastructure
a. Cabling Management
b. Patching, Network port swapping
c. Hardware reboots
d. Vendor coordination
e. Project Coordination
· Inventory asset management, Physical access management
Monitoring of Datacenter availability & update respective teams accordingly
Job Type: Contract
Salary: From $80.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
Cleveland, OH: Reliably commute or planning to relocate before starting work (Required)
Experience:
Data center: 10 years (Preferred)
CISCO UCS: 10 years (Preferred)
MOPS: 10 years (Preferred)
SOP: 10 years (Preferred)
Cabling Management: 10 years (Preferred)
Network protocols: 10 years (Preferred)
Hardware reb: 10 years (Preferred)
VENDOR COORDINATION: 10 years (Preferred)
Project coordination: 10 years (Preferred)
Security clearance:
Confidential (Preferred)
Speak with the employer
+91 8838059965",#N/A,201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,2006,Unknown / Non-Applicable
"Evergreen Technologies, LLC.
5.0",5.0,"Madison, NJ",Data Engineer,"Position: Data Engineer
Location: Madison, NJ
Duration: 9 Months (possible extension)
Responsibilities:
The Data Platform team in our Companys Animal Health IT (MAHI-IT) designs and implements end to end data solutions to support customer facing applications in animal traceability, monitoring, well-being, and more.
We seek a data engineer to help the team setting up, maintaining, optimizing, and scaling data pipelines from multiple sources and across different functional teams in a cloud environment.
Assist in developing best practices for deploying, monitoring, and scaling data pipelines in the cloud Identify requirements for ingestion, transformation, and storage of data Design and implement optimal and scalable data pipelines
Use cloud tools to integrate data from multiple data sources into the data lake and design and implement ways to expose it
Identify opportunities for automation and optimization of data pipelines and re-design of data architecture and infrastructure for great scalability and optimal delivery
Implement cloud/ data infrastructure required to extract, transform, and load data from multiple sources
Identify required security and governance procedures to keep the data safe in a cloud environment
Assist in developing and executing testing plans to help with QA efforts.
Qualifications Requirements/ Qualification:
Bachelors degree in Data Engineering, Computer Science, or related field.
Experience designing and implementing data engineering pipelines.
Advanced knowledge in Python and PySpark.
Working knowledge of one or more SQL languages.
3+ years of hands-on experience with developing data warehouse solutions and data products.
1+ year of hands-on experience developing a distributed data processing platform with Hadoop, Hive, Spark, Airflow, Kafka, etc.
3+ years of hands-on experience in modeling and designing data schemas.
Advanced experience with programming languages: Python, Pyspark, Scala, etc. Knowledge of scripting languages: Perl, Shell, etc.
Practice working with, processing, and leading large data sets.
Experience with cloud tools for ingesting and processing data.
Preferred Experience And Skills:
Experience with AWS tools big data platforms S3, EMR, EKS, Lambda, etc.
Experience with data ingestion and transformation tools like Streamsets and Databricks
Experience working with DevOps teams
Experience with container technologies such as docker and Kubernetes
Experience with data warehousing tools like Snowflake and Redshift","$96,690 /yr (est.)",201 to 500 Employees,Company - Public,#N/A,#N/A,#N/A,Unknown / Non-Applicable
i-Link Solutions Inc,#N/A,"Boston, MA",Data Engineer,"i-Link Solutions is seeking a Data Engineer to join our team in Hanscom, MA. The Data Engineer will be responsible for designing, developing, and maintaining the data infrastructure that supports the Kessel Run program. The ideal candidate will have experience with AWS, open-source tools, and data engineering best practices
Responsibilities
Design, develop, and maintain the data infrastructure that supports the Kessel Run program
Work with stakeholders to understand business requirements and translate them into technical solutions
Build and maintain data pipelines that ingest, transform, and load data into data warehouses and data lakes
Develop and deploy data models and algorithms to support data-driven decision making
Work with data scientists and analysts to develop and deploy data products
Ensure the security and compliance of data assets
Qualifications
Bachelor's degree in Computer Science, Information Technology, or a related field
10+ years of experience in data engineering
Experience with AWS, open-source tools, and data engineering best practices
Strong programming skills in Python, Java, Scala, or SQL
Experience with data modeling and data warehousing
Experience with data visualization and reporting
Strong analytical and problem-solving skills
Excellent communication and teamwork skills
US Citizenship
Secret Clearance
Kessel Run Experience Desirable
Job Types: Full-time, Permanent
Pay: $89,571.07 - $140,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Health savings account
Life insurance
Paid time off
Professional development assistance
Referral program
Vision insurance
Compensation package:
Yearly pay
Experience level:
10 years
Schedule:
8 hour shift
Day shift
Ability to commute/relocate:
Boston, MA: Reliably commute or planning to relocate before starting work (Required)
Experience:
Data Engineering: 10 years (Required)
AWS: 3 years (Required)
Data warehouse: 4 years (Required)
Work Location: In person","$114,786 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Jetty
4.2",4.2,United States,Data & Analytics Engineer,"Welcome to Jetty, the financial services platform on a mission to make renting a home more affordable and flexible. We've built multiple financial products that benefit both renters and property managers - and we're just getting started.

We are growing our data organization and looking to hire a Data and Analytics Engineer. As a Data and Analytics Engineer, your goal is to cultivate a data-informed culture and create insights that will be leveraged across the entire organization. You have experience executing at a high level, solving complex problems, and delivering solutions with real business impact - and you're excited by the opportunity to apply those principles to a new, best in class function.

Role & Responsibilities
Build / Support our modern data stack (Snowflake / Fivetran / DBT / Tableau)
Be an enthusiastic evangelist of our modern data stack (Fivetran / DBT / Snowflake / Tableau)
Develop analytics data models using SQL
Document our data models in a user friendly way for our business stakeholders
Implement the Five Pillars of Data Observability
Write ELT code using modern software engineering practices (Git, automated testing and deployments)
Build and maintain data pipelines to support various business processes and reporting (Fivetran / AWS Lambdas)
Partner with the Product Engineering team to ensure we are capturing the data we need from our applications for analytics and to iterate on our development practices for the data analytics team.
Be the resident resource on building standard reports and BI dashboards
Experience & Qualifications
3-5 years of experience working in a data / analytics engineering role
High proficiency in Snowflake / Fivetran / dbt / Tableau
High proficiency in SQL and Python
Ability to collect, interpret, and synthesize inputs from various parts of the business into data model requirements
Ability to simplify without being simplistic - ability to communicate complex topics and actionable insights in a compelling way that can be understood by a variety of audiences
Inherent curiosity and analytical follow-through — you can't help but ask ""why?"" and love using data and logic to explore potential solutions
Ability to balance ""Rigor"" and ""Scrappiness"" — you know the difference between 80/20 and giving something 110%; as well as when each is appropriate.
Deep understanding of the first and second order effects of reporting — you know the power of presenting the right data to the right people at the right time
Experience in a data/analytics function at a high-growth startup managing multiple stakeholders and delivering actionable insights
About Jetty
At Jetty, we know renting a home can be a financial challenge. That's why we're on a mission to make renting accessible to everyone. Jetty offers four financial products designed to help our members every step of the renting process: Jetty Deposit, a low-cost security deposit product that dramatically reduces move-in costs; Jetty Rent, a flexible rent payment program to eliminate pricey late rent fees; Jetty Credit, a credit building service that helps renters build credit just by paying rent; and Jetty Protect, an affordable renters insurance product that provides comprehensive coverage in just a few clicks.

Jetty has raised multiple rounds of venture capital from investors including Khosla Ventures, Ribbit Capital, Citi, Valar, and strategic investors. We've built a highly collaborative team working remotely around the country, and we believe in finding the best talent—regardless of where they live. To learn more about life at Jetty, visit jetty.com/careers.

Jetty is firmly committed to building a team as diverse as our Members. We are proud to provide equal employment opportunities for all candidates regardless of race, ancestry, citizenship, sex, gender identity or expression, religion, sexual orientation, marital status, age, disability, or veteran status.

Benefits & Perks
Health (with HSA and FSA options), dental, and vision insurance through Aetna & MetLife
401(k) retirement savings program
Optional life and disability coverage
20 days of PTO + 12 holidays, ""Jetty Winter Break,"" and flexible sick days
Generous parental leave policy
Flexible remote work in any US location (keeping east coast hours)
Stipends to cover WFH set-up, childcare, phone/internet bill, and optional co-working space",#N/A,51 to 200 Employees,Company - Private,Insurance,Insurance Agencies & Brokerages,2015,Unknown / Non-Applicable
"Division of Information Technology - NYC Department of Health and Mental Hygiene
3.2",3.2,"Long Island City, NY",Data Engineer,"The New York City Department of Health and Mental Hygiene (DOHMH) is the nation's leading public health agency protecting and promoting health of all New Yorkers. Our 7,000-plus team members bring an extraordinary array of languages, cultures, and experiences to bear on the work of public health. Our diversity fuels creativity because all perspectives are heard and valued. DOHMH aims to improve the health outcomes of all New Yorkers by centering persistent racial inequities and promotion of social justice at the core of its work.
The Division of Information Technology aims to align technology solutions with the DOHMH mission by prioritizing resource use and deploying innovations that facilitate the agency’s day-to-day activities and enhance staff productivity and efficiency. Our goal is to provide users with a reliable, stable, and safe computing environment, through the collaboration of the Bureau of Technology Strategy & Project Management provides business analysis and IT project management services to define and deliver IT solutions that meet all program needs.
**This a grant-funded W-2 position with full employment benefits that expires 6/30/2025 (possibility for extension) hired through Public Health Solutions and will be assigned to NYC DOHMH. Only those with authorization to work in the U.S. without sponsorship should apply. Remote or hybrid option available. Professional references are required. **
The agency is seeking a Data Engineer (Azure, SQL, Python) to help in the infrastructure, process, and procedures to create “data lakes” in the cloud for large amounts of public health data including but not limited to syndromic surveillance, electronic laboratory and case reporting, notifiable diseases, vital records, mental health, maternal mortality, chronic diseases, as well as agency operational data such as finance, human resources, emergency operations, and information technology data. This data will be made available to analysts across DOHMH to consume and process in analytic platforms such as R, Python, SAS and visualize them in tools like Tableau, Power BI, Data Wrapper. In addition, the data can be processed with machine learning algorithms to help make more informed policy and operational decisions.
Job Duties:
Engineer data pipelines using a variety of technologies including Azure Synapse, SQL, SSIS, Python to extract, transform and load data.
Load and transform data from external sources and partners in a variety of different structured and unstructured file formats as well as internal on-premises data and applications primarily in SQL databases and CSV file formats.
Process public health data requests following applicable procedures and document changes in an electronic repository.
Apply technical knowledge to architect solutions that meet business needs, create Data Platform, AA/AI roadmaps, and ensure long term technical viability of new deployments, infusing key analytics and AI technologies where appropriate (e.g., Azure ML, ML Server, BOT framework, Cognitive Services, Big Data, Data Lake, Azure Databricks, etc.).
Ensure that solution exhibits high levels of performance, security, scalability, maintainability, appropriate reusability, and reliability upon deployment
Develop deep relationships with key customer IT decision makers, who drive long-term cloud adoption within their company to enable them to be cloud advocates.
Assess the Customers' knowledge of Azure platform and overall cloud readiness to support customers through a structured learning plan and ensure its delivery through partners.
For senior data engineers, supervisor or mentor junior data engineer and analysts.
Qualifications and Requirements:
5+years of experience with Azure data platform including Azure SQL, Azure Data Factory, Azure Databricks, Azure SQL Data Warehouse (Synapse Analytics), Azure Data Lake Storage, Azure Cosmos DB, SQL Server, SSIS, SSRS, etc.
Strong Object relational mapping experience with UML modeling and OO modeling.
Experience with T-SQL, SSIS, Power BI and Azure Analysis Services
Experience with developing data pipelines using python.
Strong problem solving and analytical skills.
Passion for public health and solving problems and creating new insights through data.
Experience working with Healthcare data and proven track of implementation experience in EDI data formats.
Experience in job roles involving metadata management, relational dimensional modeling and big data solution approaches with native Azure Data Platform tools or 1st party services.
Excellent communication, presentation skills with the right attitude towards problem solving in diverse teams.
Strong aptitude and technical skills with conceptual strength in logical solutions driven towards balanced optimal considerations.
Solid knowledge in SQL, security standards, BI tools, ETL tools and Microsoft Azure specific technologies.
Certifications in Azure, data modeling and metadata management.
Ability to use BI tools like Power BI to represent insights and other presentation techniques.
Job Type: Full-time
Pay: $100,000.00 - $130,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
Work Location: In person","$115,000 /yr (est.)",Unknown,Government,Government & Public Administration,State & Regional Agencies,#N/A,Unknown / Non-Applicable
"Dupaco Community Credit Union
4.6",4.6,"Dubuque, IA",Data Engineer,"Are you looking to use your technical expertise to uncover the value in data? Shift your career over to the Data Engineer role at Dupaco! As a Data Engineer, you'll collaborate with various departments to accomplish strategic goals by creating automated processes and pipelines by extracting data from source systems and migrating it to our enterprise data warehouse or other end points!
As an employee at Dupaco, you’ll be part of an inclusive team that believes that by working together we allow our members to build a life worth loving. Pair that with the training opportunities, career growth potential, attractive compensation, amazing benefit package, and the ability to have a voice in the success of the organization, you’ll have a career worth loving!
You’ll be:
Extracting data from source systems, translating the raw data into analysis-ready datasets then migrating it to our enterprise data warehouse or other end points
Developing automated data pipelines that take raw data from disparate sources and model it into formats that are useful for operations and reporting
Utilizing a variety of programing languages and tools (i.e. Java, SQL, Talend, Python) to marry systems together
Researching opportunities for data acquisition and new uses for existing data
Implement data processing flows that adhere to data security requirements
Recommending ways to improve data reliability, efficiency and quality
Constructing, installing, testing and maintaining highly scalable data management systems
Collaborating with Data Team to accomplish various data sprint projects
Explaining complex technical concepts to other stakeholders in a way that is easy for them to understand
Providing quality service to members, potential members and coworkers
Demonstrating teamwork and professionalism in all interactions with coworkers
Performing other duties as assigned
You’ll need:
An excitement for working with large volumes of data
Bachelor’s degree in Computer Science or Computer Information Systems or equivalent experience
Proficient experience with programming languages (i.e. Java, Python, C#, etc.)
Familiarity with ETL (Extract, Transform, Load) tools (i.e. Talend, Informatica, SSIS, or DataStage), strongly preferred
Experience working with SQL queries
Ability to demonstrate complex problem solving and strong decision-making skills
Strong interpersonal and communication (verbal & written) skills
To be self-motivated, resourceful and well organized with the ability to prioritize work assignments efficiently
Ability to accurately handle large volumes of details and effectively manage multiple projects simultaneously
Ability to promote a professional image of the credit union at all times
This role does not allow for remote work outside of Dupaco's geographic branch network (Iowa, Wisconsin, and Illinois) and the selected candidate must reside or relocate to this area.
Qualifications
Skills
Behaviors
:
Motivations
Required
Ability to Make an Impact: Inspired to perform well by the ability to contribute to the success of a project or the organization
:
Education
Required
Bachelors or better in Computer Science or related field.
Experience
Required
Experience working with SQL queries
Proficient experience working with programming languages (i.e. Java, Python, C#, etc.)
Preferred
Familiarity with ETL (Extract, Transform, Load) tools (i.e. Talend, Informatica, SSIS, or DataStage), strongly preferred
Licenses & Certifications
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)","$87,014 /yr (est.)",501 to 1000 Employees,Nonprofit Organization,Financial Services,Banking & Lending,1948,$1 to $5 billion (USD)
"Intelliswift Software, Inc.
4.2",4.2,"Menlo Park, CA",Data Engineer III,"Job Title: Data Engineer III
Duration: Longterm Contract
Location: Menlo Park, CA
Pay Range: $80-$90/hr
Intelliswift Software Inc. conceptualizes, builds, and supports the world's most amazing technology products and solutions. Our team of rich experts from diverse backgrounds contributes to making Intelliswift one of the most reliable partners in IT and Talent solutions. We specialize in delivering world-class Digital Product Engineering, Data Management and Analytics, and Staffing Solutions services to Fortune companies, SMBs, ISVs, and fast-growing startups.

Job Description: Onsite at Menlo Park location only.
Summary:
The main function of the Data Engineer is to develop, evaluate, test and maintain architectures and data solutions within our organization. The typical Data Engineer executes plans, policies, and practices that control, protect, deliver, and enhance the value of the organization’s data assets.

Job Responsibilities:
Design, construct, install, test and maintain highly scalable data management systems.
Ensure systems meet business requirements and industry practices.
Design, implement, automate and maintain large scale enterprise data ETL processes.
Build high-performance algorithms, prototypes, predictive models and proof of concepts.

Skills:
Ability to work as part of a team, as well as work independently or with minimal direction.
Excellent written, presentation, and verbal communication skills.
Collaborate with data architects, modelers and IT team members on project goals.
Strong PC skills including knowledge of Microsoft SharePoint.

Education/Experience:
Bachelor's degree in a technical field such as computer science, computer engineering or related field required.

Process certification, such as, Six Sigma, CBPP, BPM, ISO 20000, ITIL, CMMI.",$85.00 /hr (est.),1001 to 5000 Employees,Company - Private,Information Technology,Software Development,2001,$100 to $500 million (USD)
"LTIMindtree
3.8",3.8,"Cincinnati, OH",GCP Data Engineer - Contractor,"Job Details:

GCP Data Architecture and designing streaming & Batch pipelines.
Implementing Big Data solutions leveraging GCP cloud data technologies with extensive experience in ingestion, processing, and transformation.
Proficient in Python, PySpark, relational and NoSQL databases and GCP data technologies such BigQuery, Dataproc, Dataflow, Data Fusion, Cloud Composer, PubSub, DataPrep, Dataplex
Cloud databases: Spanner, Cloud SQL, Memory store, BigQuery.
Looker studio & Operations suite (Cloud monitoring and Logging).
Excellent relationship management skills and leadership skills.

Good to have:
Experience on open-source or commercial Modern Data Stack tools such as Airbyte, Fivetran, dbt, Monte Carlo, CDAP, etc. is an ad added advantage
Flask FastAPI Development
Google certified Data Engineer
Role Description:
Hands-on experience architecting, designing and implementing Big Data solutions leveraging GCP cloud data technologies; extensive experience in the area of ingestion, processing and transformation
Proficient in Python, PySpark, relational and NoSQL databases and GCP data technologies such BigQuery, Dataproc, Dataflow, Data Fusion, Cloud Composer, PubSub, DataPrep, Dataplex
Experience on open-source or commercial Modern Data Stack tools such as Airbyte, Fivetran, dbt, Monte Carlo, CDAP, etc. is an ad added advantage.
Good Analytics skill is needed on issue identification and resolution.
Experience in distributed data processing, performance tuning
Experience in maintenance & enhancement projects.
Complete ownership of the tasks and deliverable
Good communication skills.
Flexibility to support customer across the Geos and time zones.
Ensures consistency of process and usage, and champions best practices in data management Oversees data accuracy processes, goals and assessment.
Ensures resolution of data conflicts between systems and within systems’ data universe.
Works with internal stakeholders to develop strategies for leveraging data to gain a deeper insight into IIE’s business, impact on international education, and IIE’s story.
Ensures rigorous adherence to IIE policies regarding PII protection and data security. Oversees data expiry practices and establishes and implements processes for data archival and expiry.
Manages and develops the staffing of the Data & Reporting unit; champions team collaboration; monitors and develops career paths within the unit. Make recommendations concerning employment, termination, performance evaluations, salary actions, and other personnel actions.
Responsible for user experience with data and reporting tools.
Member of the Knowledge Management Cabinet.
Excellent relationship management skills
Familiarity working and collaborating with teams from various geographies culture and time zones","$92,426 /yr (est.)",10000+ Employees,Company - Private,Information Technology,Information Technology Support Services,1997,Unknown / Non-Applicable
"Mashvisor Inc.
3.7",3.7,Remote,Data Science Engineer,"Build the solution that transforms the real estate industry!
We are looking for a Data Science Engineer superhero with a sixth sense for data who can ignite our day-to-day activities with their creativity.
Want to infuse a $30B+ sector of the insurance and real estate industry with predictive analytics and a tech-forward customer experience? Looking for a fully remote startup culture supported by a profitable business model? Join Mashvisor and help us build an entirely new type of real estate model.

Our Values

Customer Obsessed – We always put our customers first.
Solution Driven – We solve problems that other people are afraid to.
Product led: We are always one step ahead of our customer's needs and create / add features they love every time
One Team – We believe inclusion and teamwork produce the best results.
Open and Direct – We communicate with honesty and respect to our colleagues, customers, and partners.

What You’ll Do
Designing, developing, and researching Machine Learning systems, models, and schemes
Studying, transforming, and converting data science prototypes
Searching and selecting appropriate data sets
Performing statistical analysis and using results to improve models
Training and retraining ML systems and models as needed
Identifying differences in data distribution that could affect model performance in real-world situations
Visualizing data for deeper insights
Analyzing the use cases of ML algorithms and ranking them by their success probability
Understanding when your findings can be applied to business decisions
Enriching existing ML frameworks and libraries
Verifying data quality and/or ensuring it via data cleaning

What You’ll Need
BS or Masters degree in Mathematics, Statistics, Economics, Data Science or another quantitative field
3+ years of hands-on experience utilizing data science to manage, enhance and develop models and deploy solutions to solve complex business problems
Expertise in SQL and programming in SQL, R, Python, C++, Java, and beneficial to know Lisp and Prolog
Strong organizational, interpersonal, and communication skills (both written and verbal)
A bias towards solving problems from a customer-centric lens and an intuitive sense for how the work aligns closely with business objectives
Solid experience with managing databases and datasets and structuring and optimizing the framework
A thorough understanding of SQL databases
Bonus: background in US real estate data, insurance or financial markets analysis
The ideal candidate will be a creative problem solver with an excellent work history on data analytics projects.

We want the work you do here to be the best work of your life.
Compensation: We offer a great salary with a yearly bonus based on performance.
Attitude: Work with a Can-Do team across the world.
Freedom: Work anywhere, anytime.
Time Off: Yearly vacations and sick leaves.
Responsibility: Ability to excel in a fully remote work environment.
Are you the one?",#N/A,1 to 50 Employees,Company - Private,#N/A,#N/A,2015,$1 to $5 million (USD)
Zllius Inc.,#N/A,"North Chicago, IL",Data Engineer,"Hi,
Greetings from Zllius Inc!
We have an urgent opening for the role Data Engineer. If interested, revert me back with your Updated resume, along with contact details, work authorization.
Job Role: Data Engineer
Duration: Long-Term
Position Type: W2/ 1099
Visa: Any
Job Description:
Technical/Functional Skills
Successful candidates will have:
Hands on experience in Dremio and Scripting
Hands on Scripting experience in Python and Flask
Hands on experience in Integrating data from multiple source systems (PostgreSQL and CSV)
Experience with Apache Superset
Ability to write complex SQL queries
Experience in building data pipelines using PostgreSQL, Oracle database, Dremio, AWS Open Search
Experience with Docker Containerization of Code
Work as a part of a scrum team in Agile methodology
ETL, Data Pipelines, PostgreSQL, SQL Queries, Scripting
Thanks & Regards
Zllius Inc.
Job Types: Full-time, Contract
Schedule:
8 hour shift
Day shift
Monday to Friday
Ability to commute/relocate:
North Chicago, IL 60064: Reliably commute or planning to relocate before starting work (Required)
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: In person","$100,218 /yr (est.)",Unknown,Company - Public,#N/A,#N/A,#N/A,Unknown / Non-Applicable
"Metropolitan Washington Airports Authority
2.9",2.9,United States,Network Engineer Data I,"Compensation Grade:
S22
Salary Range:
$109,695.00-$159,058.00
Opening Date:
June 2, 2023
Closing Date:
June 17, 2023
Please Note: All job announcements close at 11:59 p.m. of the day before the posted closing date.
As a Network Engineer Data I, you will assist with all functions related to networked systems. You will perform maintenance testing, operational integrity assessments, and management of networked systems. Your work will directly impact the design, implementation, and maintenance of network and telecommunications infrastructure to effectively support the Airports Authority’s activities.

Network Engineer Data I

Serves in the Technology Operations and Support Department of the Office of Technology. Position will be located at either Ronald Reagan Washington National Airport (DCA) or Washington Dulles International Airport (IAD).

Assists with the planning, designing, developing, configuring, analyzing, implementing, installing, and integrating of networked systems transmitting information, with an emphasis on data and switch networks. Assists with testing, maintaining operational integrity, performing quality assurance, and managing networked systems. Performs related functions.
GENERAL RESPONSIBILITIES
Oversees assigned networked systems, including the planning, analysis, design, development, modification, configuration, installation, integration, maintenance testing, operational integrity assessment, and backup for the networked systems.
Installs, configures, and troubleshoots network equipment, such as routers, switches, firewalls, load balancers, cabling systems, modems, multiplexers, and concentrators.
Identifies, analyzes, and corrects complex network related problems, to include security measures.
Develops and implements configuration management plans.
Develops and maintains local procedures for network, infrastructure, system operations, and product assembly and installation.
Prepares recommendations, justifications, and specifications for Local Area, Wide Area, and Wireless Local Area Networks (LANs, WANs, and WLANs); Virtual Private Networks (VPNs) and Virtual Machines (VMs) or Networks; and associated Voice over Internet Protocol (VoIP) equipment.
Creates and maintains documentation relating to network configuration, network mapping, processes, and service records.
Performs other duties as assigned.
QUALIFICATIONS
Seven years of progressively responsible experience in implementing and managing hardware and software and creating operating procedures for enterprise-wide network systems.
Knowledge of and skill in working on enterprise-wide LANs, WANs, WLANs, VPNs, VMs, and virtual networks.
Knowledge of and skill in working on Cisco devices.
Knowledge of and skill in working on current network architect protocols and standards.
Knowledge of and skill in working on current network technologies.
Knowledge of and ability to compare wired and wireless systems to determine the best network solution.
Knowledge of and skill in setting up, troubleshooting, and maintaining wireless networks.
Ability to make detailed analyses of data and information and make recommendations.
Ability to speak and write effectively, with emphasis on communicating technical issues to nontechnical audiences.
PREFERRED QUALIFICATIONS
Certified as a Cisco Certified Network Associate (CCNA), Cisco Certified Internetwork Expert (CCIE), Cisco Certified Design Professional (CCDP), or Customer Voice Portal (CVP) Technician by Cisco.
Experience with Data Center Consolidation, penetration testing, ethical hacking, and performing security assessments.
EDUCATION
A Bachelor’s Degree in Computer Science, Information Technology, or related field.
CERTIFICATIONS AND LICENSES REQUIRED
A state driver’s license in good standing.
NECESSARY SPECIAL FACTORS
Work is typically reviewed in progress and upon completion for quantity, quality, timeliness, teamwork, customer service, and other factors.
May climb or crawl, or work in cramped or awkward positions.
May be subject to night/weekend work, as well as standard on-call rotation.
May be subject to hold over and recall on a 24-hour basis for information technology (IT) emergencies.
A background security investigation will be required for all new hires.
Metropolitan Washington Airports Authority is an Equal Opportunity Employer.| Follow us on Twitter @MWAAcareers.","$134,377 /yr (est.)",1001 to 5000 Employees,Government,Government & Public Administration,State & Regional Agencies,1987,$500 million to $1 billion (USD)
"Optimal Inc.
3.6",3.6,"Dearborn, MI",Data Engineer - Google cloud platform,"Position Description:
As a Data Engineer you will be responsible for providing data support for enterprise data management tasks, standardization, enrichment, mastering and assembly of data products for downstream applications in Google Cloud Platform. Provide visibility to Data Quality issues and work with the business owners to fix the issues. Implement an Enterprise Data Governance model and actively promote the concept of data standardization, integration, fusion, and quality. Support the data requirements of the different functional teams like MS&S, PD, Quality, etc. and all the regional KPI / Metrics initiatives. Continuously increase Data Coverage by working closely with stakeholders and Data Scientists, understanding, and evaluating their data requirements to create meaningful, organized, and structured ""information""
Skills Required:
Candidates should have experience with using data analysis tools such as: Hive, PySpark, SQL, Python and ETL tools.
Experience of working within a complex business environment, including at least a year in a single function, with deep understanding of the information constructs of that business.
Demonstrated experience and expertise in conceptual thinking of how to apply information solutions to a business challenge.
Experience of applying problem solving capabilities. Proven capability to robustly examine large data sets and highlight patterns, anomalies, relationships, and trends.
Self-starter, demonstrating high levels of data integrity. Ability to manage deliverables according to a robust project plan.
Experience in Google Cloud Platform or other cloud platform is a plus.
Experience Required:
Minimum of a year experience in Google Cloud Platform Minimum of a year of experience in a Data Engineering role creating data products, writing codes/queries/scripts, and building data visualizations.
Minimum of a year of experience in data design, data architecture and data modeling (both transactional and analytic).
Experience in Google Cloud Platform or other cloud platform is a plus.
Education Required:
Bachelor's degree in computer science or related field from an accredited college or university
Prefer Master's degree in computer science or related field from an accredited college or university","$103,365 /yr (est.)",1 to 50 Employees,Nonprofit Organization,Education,Education & Training Services,2004,Unknown / Non-Applicable
