company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
"Integration Developer Network LLC
4.9",4.9,Remote,Data Engineer with PL/SQL Background,"Requirements:
Recent PL/SQL development work experience with Oracle 19.
Must have working experience with tools like Airflow, Git.
Must have python coding experience and REST API development experience.
Plus would be experience with microservices, docker, Kubernetes.
Plus would be experience with accounting and financial data
Experience in event driven and cloud based architectures and working knowledge of containerization and streaming technologies.
Detailed work experience on Oracle, SingleStore or IBM I DB2 database, SQL & PL/SQL, including ANSI SQL.
Experience in database analysis, development and maintenance of business applications specific to oil & gas back-office operations. Expertise in various ETL tools such as SQL*Loader, Equalum, Python scripts.
Familiarity with No-SQL databases and pipelines (Elasticsearch, MongoDB).
2+ years’ experience in the design, implementation and support of full life-cycle data engineering projects.
Bachelor's degree in Computer Science, Engineering or other equivalent degree, with 5+ years data engineering experience or Master's degree in Computer Science, Engineering or other equivalent degree with 2+ years data engineering preferred.
High school diploma or GED is required.
Job Type: Contract
Pay: $60.00 - $65.00 per hour
Experience level:
9 years
Schedule:
8 hour shift
Experience:
Python: 8 years (Required)
PL/SQL: 5 years (Required)
ETL: 5 years (Required)
Work Location: Remote",$62.50 /hr (est.),51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2011,$1 to $5 million (USD)
DocsInk LLC,#N/A,"Wrightsville Beach, NC",Data Engineer,"DocsInk is on a mission to provide a collaborative and exciting alternative to the traditional healthcare model. Through the complete virtualization of healthcare organizations, we are equipping providers with the ability to deliver better patient care with speed, efficiency, and accuracy. With the widespread focus on providing value-based care, DocsInk is making it possible to provide superior care while also maximizing reimbursements. In today’s environment, shifting the way we approach healthcare is essential and DocsInk is on the cutting edge of where the industry is headed. We are excited to be growing our team and are looking for driven individuals with a passion for making a difference in the healthcare industry.

As our Data Engineer, you will be in the driver’s seat as our team creates elegant and forward-thinking software solutions for our healthcare customers. You will work with fellow developers, designers, training & support, quality assurance, and management in a fast-paced environment to take our products to the next level and exceed expectations. We are looking for someone who is incredibly talented to do what most cannot and yet humble enough to easily work with peers, accept guidance from more experienced staff, and mentor more junior staff. If designing and developing complex integration efforts is what gets you out of bed each morning, then we want you to help us reshape healthcare.

People are our most important asset and the number one reason we all love working at DocsInk. As a team, we value accountability, transparency and collaboration. We have agile teams, with clear, outcomes-focused goals. Delivering innovative solutions and superior service are at the forefront of what we do, and the collective ideas of the team allow us to continue to excel in a fun and energetic environment.

Professional Requirements and Responsibilities:

Role / Responsibilities:

Implement robust ETL solutions that integrate healthcare data feeds using tools such as Apache NiFi, NextGen Connect (JavaScript), PostgreSQL, MySQL, and Linux shell scripting
Configuring and managing deployments to AWS infrastructure consisting of both traditional servers and serverless components. CI/CD tools include Bitbucket and AWS Code Deploy
Building direct interfaces with hospitals and EMR vendors utilizing industry standards such as HL7 2.x, C-CDA, and FHIR as well as implementing interfaces that consume formats such as XML, JSON, and delimited files
Utilizing APIs and web services to permit bi-directional flows of data to and from our partner organizations
Monitoring operational ETL processes, triaging and resolving issues as they arise to meet SLAs
Writing PL/SQL functions and packages to automate workflows in a Postgres environment linked with web technologies
Maintaining data standards (including adherence to HIPAA), documenting work, and championing process improvements
Work as a project team member to jointly deliver high-quality business solutions consistent with project objectives and constraints

Knowledge and Skills Required:

4+ years experience with HL7 2.x
2+ years experience with Apache Nifi
2+ years experience with NextGen Connect
Advanced knowledge of PostgreSQL, MySQL, AWS Code Deploy, HL7 2.x, C-CDA, FHIR, and HIPAA data compliance

Qualifications and Other Attributes Required:

Degree in Computer Science or equivalent field, or equivalent work experience
Highly self-motivated team player who takes initiative
Strong sense of personal accountability; contributes beyond job role and responsibilities
Excellent problem-solving skills; meticulous & methodical","$85,000 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"N9 it solutions
4.6",4.6,Remote,Data Engineer,"Job title: Data Engineer
Visa's: CPT, OPT-EAD, H1B transfer
Employment: W2 position ( should be ok with Marketing)
Location: Hybrid Or Remote
(Authorized to work anywhere in the USA and for only those who are staying in the USA)
It's a long term project
Job description
Data Engineer (primary technologies: Azure Data Factory, Synapse, Synapse Pipelines, ADLS Gen 2, understanding of DataWarehouse concepts, ELT, Azure DevOps, Azure resource groups)
Develop architectural strategies for data modeling, design and implementation to meet stated requirements for metadata management, operational data stores and Extract Transform Load environments
Work with business leaders and teams to collect and translate information requirements into data to develop data-centric solutions
Apply industry-accepted data architecture principles and standards for modeling, stored procedures, replication, regulations, and security, among others, to meet technical and business goals.
Work to streamline data flows and models; improve consistency, quality, accessibility, and security; unify data architecture; remove unnecessary costs; and, optimize database activity across company needs.
Analyze and understand Data sources & APIs
Design and Develop methods to connect & collect data from different data sources
Design and Develop methods to filter/cleanse the data
Work closely with Data Scientists to ensure the source data is aggregated and cleansed
Work with Cloud and Data architects to define robust architecture in cloud setup pipelines and workflows
Benefits:
H1B and GC filling
Free training and Placement
E-verified
On-job technical support
Guesthouse facilities are also available
Skill Enhancement
Opportunity to work with Fortune 500 Companies
Job Type: Full-time
Salary: $40.26 - $56.00 per hour
Experience level:
6 years
Schedule:
8 hour shift
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: Remote
Speak with the employer
+91",$48.13 /hr (est.),51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2016,$5 to $25 million (USD)
Staff Bees Solutions,#N/A,"Dallas, TX",Data Engineer,"We are looking for OPT/CPT individuals, Helping Them to Train, Providing knowledge, and Placing Them in Fortune companies with the help of our Direct Clients in Big Data, Machine Learning, And Data Engineering Suitable Positions. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross-functional teams.
Responsibilities for Data Engineer
Create and maintain optimal data pipeline architecture,
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics..
Qualifications for Data Engineer
An individual who has valid visa, Opt/Cpt are Applicable
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
Strong project management and organizational skills.
Job Types: Full-time, Part-time, Contract
Salary: $70,000.00 - $80,000.00 per year
Benefits:
Employee assistance program
Health insurance
Professional development assistance
Relocation assistance
Compensation package:
Yearly pay
Experience level:
1 year
No experience needed
Under 1 year
Schedule:
10 hour shift
4 hour shift
8 hour shift
Monday to Friday
Ability to commute/relocate:
Dallas, TX 75243: Reliably commute or planning to relocate before starting work (Required)
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: One location","$75,000 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Quadrant Resource
4.1",4.1,Remote,Data Engineer,"Job Description:
4-6 years of experience as a Data Engineer in the Snowflake-Fivetran-dbt stack
• Possess a solid understanding of end to end Data ingestion, ETL, data analysis, Reporting processes
• Expert in ETL development using Fivetran and experienced in implementing data pipelines for Snowflake Cloud DWH
•Experienced in using dbt for data transformation
•Expertise on Tableau/Metabase for building reports/dashboards
•Expert in troubleshooting and resolving ETL issues, data load failures/problems and transformation translation problems
•Excellent communicator with the ability to work effectively with distributed teams
Job Type: Full-time
Experience level:
8 years
Schedule:
8 hour shift
Experience:
Data Engineer: 9 years (Required)
Fivetran: 8 years (Required)
DBT: 7 years (Required)
Snowflake: 6 years (Required)
Work Location: Remote",#N/A,1001 to 5000 Employees,Company - Private,Information Technology,Information Technology Support Services,2004,Unknown / Non-Applicable
OpenSecrets.org,#N/A,Remote,Snowflake Data Engineer,"About us
Our goal is to is to track the flow of money in American politics and provide the data and analysis to strengthen democracy. Our vision is for Americans to use this knowledge to create a more vibrant, representative and accountable democracy..
Our work environment includes:
Modern office setting
Work-from-home days
Wellness programs
Data Engineer
OpenSecrets is seeking to add a new member to our data team. The Data Engineer will be responsible for helping build and maintain our data systems.
Responsibilities include:
Implementing methods to improve data reliability and quality
Analyzing raw data and implementing that data into our system using data pipelines
Troubleshooting data errors and pipeline issues
REQUIRED QUALIFICATIONS:
Experience working with and analyzing large datasets, equivalent to 2-3 years in a similar position
Proven ability to build complex data pipelines using Snowpipe and SSIS
The ability to work with diverse populations
Experience with MSSQL Server and Snowflake
Advanced knowledge of ANSI SQL
PREFERRED QUALIFICATIONS:
Excellent written and verbal communication skills.
The ability to manage multiple priorities and projects both independently and as a member of a team
Snowflake SnowPro Data Engineer certification
Experience with Apache Spark
Experience with machine learning matching models
Knowledge of and interest in American government and money in politics.
SALARY AND BENEFITS:
We are a fully remote organization and this person can be based anywhere in the U.S.
OpenSecrets offers an excellent benefits package, including full medical, dental, 403(b) match, generous vacation and sick leave, and all federal holidays paid.
TO APPLY:
Please visit this link: https://airtable.com/shrGe2bugeapKVr8a
People of diverse backgrounds are strongly encouraged to apply. OpenSecrets is an equal opportunity employer committed to creating a diverse and inclusive organizational culture. We do not discriminate against candidates and employees because of their disability, sex, race, gender identity, sexual orientation, religion, national origin, age, veteran status, or any other protected status under the law.
ABOUT US: OpenSecrets is the nation's premier research group tracking money in U.S. politics and its effect on elections and public policy. Our mission is to track the flow of money in American politics and provide the data and analysis to strengthen democracy. Our vision is for Americans to use this knowledge to create a more vibrant, representative and accountable democracy.
Job Type: Full-time
Pay: $83,874.82 - $100,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Retirement plan
Vision insurance
Compensation package:
Yearly pay
Experience level:
3 years
4 years
5 years
Schedule:
8 hour shift
Experience:
SQL: 3 years (Required)
Snowflake: 1 year (Preferred)
ETL: 2 years (Required)
Work Location: Remote","$91,937 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Gridiron IT
4.5",4.5,Remote,Data Engineer,"GridironIT is seeking a Data Engineer.
Responsibilities:
We are looking for seasoned Data Engineer to work with our team and our clients to develop enterprise grade data platforms, services, and pipelines. We are looking for a more than just a ""Data Engineer"", but a technologist with excellent communication and customer service skills and a passion for data and problem solving.
Lead and architect migration of data environments with performance and reliability.
Assess and understand the ETL jobs, workflows, BI tools, and reports
Address technical inquiries concerning customization, integration, enterprise architecture and general feature / functionality of data products
Experience in crafting database / data warehouse solutions in cloud (Preferably AWS. Alternatively Azure, GCP).
Key must have skill sets – Python, AWS
Support an Agile software development lifecycle
You will contribute to the growth of our Data Exploitation Practice!
Qualifications:
US Citizen Only
Ability to hold a position of public trust with the US government.
8+ years industry experience coding commercial software and a passion for solving complex problems.
8+ years direct experience in Data Engineering with experience in tools such as:Big data tools: Hadoop, Spark, Kafka, etc.
Relational SQL and NoSQL databases, including Postgres and Cassandra
Data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.
AWS cloud services: EC2, EMR, RDS, Redshift
Data streaming systems: Storm, Spark-Streaming, etc.
Search tools: Solr, Lucene, Elasticsearch
Object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.
Amazon S3, Athena, Redshift Spectrum, AWS Glue, AWS Glue Catalog, AWS Functions, and Amazon EC2 with SQL Server Developer
Advanced working SQL knowledge and experience working with relational databases, query authoring and optimization (SQL) as well as working familiarity with a variety of databases.
Experience with message queuing, stream processing, and highly scalable ‘big data’ data stores.
Experience manipulating, processing, and extracting value from large, disconnected datasets.
Experience manipulating structured and unstructured data for analysis
Experience constructing complex queries to analyze results using databases or in a data processing development environment
Experience with data modeling tools and process
Experience architecting data systems (transactional and warehouses)
Experience aggregating results and/or compiling information for reporting from multiple datasets
Experience working in an Agile environment
Experience supporting project teams of developers and data scientists who build web-based interfaces, dashboards, reports, and analytics/machine learning models
Experience with Informix and Data Stage
Job Type: Full-time
Pay: $140,000.00 - $150,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Compensation package:
Hourly pay
Yearly pay
Experience level:
10 years
11+ years
7 years
8 years
9 years
Schedule:
8 hour shift
Monday to Friday
Application Question(s):
Due to the nature of the role, US Citizenship is required. Do you possess US Citizenship?
Education:
Bachelor's (Preferred)
Experience:
Data Engineering: 7 years (Required)
SQL: 7 years (Required)
AWS: 4 years (Required)
Big data: 5 years (Preferred)
NoSQL: 5 years (Preferred)
Work Location: Remote","$145,000 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2017,Unknown / Non-Applicable
"Iron Bow Technologies
3.5",3.5,"Washington, DC",Sr. Data Center Engineer,"Iron Bow Technologies is seeking a Sr. Data Center Engineer to support our Federal customer, The Department of Justice (DOJ), Criminal Division (CRM), in Washington, DC. The selected candidate will support our flexible and scalable solution with the DOJ CRM to extend cloud-native features to existing legacy and next-generation applications while also future proofing the infrastructure to easily accommodate future requirements, such as transitioning to a public cloud.
This position is hybrid and requires 2 days a week onsite at the customer location in NW Washington, DC and support at the customer data center as needed in Sterling, VA.
Essential Duties and Responsibilities:
Assess and provide VMware solutions to include vCenter, vSphere, SRM, ESXi
Primary storage solutions and data file storage management, NAS file storage solutions
Data Center blade servers and rack servers
Server virtualization
Experience:
10 years of related experience providing system administration support in a virtualized environment, including at least 6 years of VMWare solutioning, including vCenter, vSphere, SRM, and ESXi
Data Center operations experience, with SAN and NAS
Experience supporting primary storage solutions and data file storage management, NAS file storage solutions
Hands on experience with Data Center blade and rack servers
Ability to work staggered shift hours when needed to support critical coverage and/or time-sensitive needs
Be a member of our Team providing coordinated 24x7 IaaS on-call support
U.S. Citizen
Currently hold or obtain/maintain a Public Trust High clearance
Education:
BS in Computer Science, Information Science, or other relevant discipline is preferred – additional years of experience may be considered in lieu of the degree
Preferred Certifications:
VMware Certified Professional
Primary storage certifications such as HPE, Dell-EMC, NetApp, or Pure Storage
VCP-DCV
Travel Requirements:
No travel
PRINCIPALS ONLY. NO AGENCIES PLEASE. MUST BE A US CITIZEN ABLE TO OBTAIN A PUBLIC TRUST SECURITY CLEARANCE.
Iron Bow Technologies is a leading IT solution provider dedicated to successfully transforming technology investments into business capabilities for government, commercial and healthcare clients. Our depth of technical expertise, global reach and strategic partnerships with industry leaders as well as disruptive technology partners uniquely positions Iron Bow to target the right solution to ensure your successful business outcome. We partner with our clients from planning and implementation through ongoing maintenance and management to deliver solutions that are strong, flexible and on target .
Iron Bow Technologies is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.
#LI-TM1",#N/A,501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,1983,$500 million to $1 billion (USD)
"Kastech Software Solutions Group
4.0",4.0,"Dallas, TX",Data Engineer,"In KastechSSG we are are seeking for a Cloud DB Platform Engineer with Data Enablement Services experience ($50/hour), to work in a Hybrid Schedule (3 days on-site, 2 days home office) for one of our partner companies!
Hybrid Schedule info: onsite 3 days per week from list of locations: Charlotte NC, Dallas TX, Chandler AZ, Newark, NJ - Must be local to one of these locations.
** Contract would be $50 per hour on W2 (18 months). American Citizens or GC Holders Only**
3-5 years experience in:
Terraform, Azure/GCP, DevOps Engineering, ETL, Client/AI, Data lake, Data architecture.
GCP Key Services Experience (ie Big Query, Composer, Vertex AI, DataProc, Data Catalog, Notebooks).
Azure Key Service Experience (ie Synapse, Purview, Data Lake, Logic Apps, Cognitive Services).
Job Type: Full-time
Salary: $50.00 per hour
Experience level:
3 years
4 years
5 years
Schedule:
8 hour shift
Monday to Friday
Application Question(s):
Are you American? If not, please specify your visa type
Would you be willing to work under W2?
Experience:
Terraform: 3 years (Preferred)
Azure Data Lake: 3 years (Preferred)
GCP Key Service Exp: 3 years (Preferred)
DevOps: 3 years (Preferred)
Work Location: In person",$50.00 /hr (est.),201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,2008,$25 to $100 million (USD)
"R1 RCM, Inc.
3.4",3.4,Remote,Data Engineer III,"The Software Engineer III serves as a Data Engineer focused on building next generation of healthcare products and services. As part of a collaborative, motivated Agile-based team, the Software Engineer III is responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up.
Responsibilities
Create and maintain optimal data pipeline architecture to assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Work with stakeholders to optimize the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using ‘big data’ technologies.
Work with stakeholders including the Product, Data and Engineering teams to assist with data-related technical issues and support their data infrastructure needs.
Adhere to and ensure engineering best practices using modern SDLC that enables CI/CD and favors automation, auditability, automated testing, infrastructure, and policy as code.
Ability to collaborate effectively with other architects and engineers delivering end to end, high-performing, highly reliable, scalable, and operable solutions.
Required Qualifications
Bachelor’s degree in Computer Science, Engineering, or a related technical field; or equivalent experience.
3+ years of experience delivering data engineering applications and services.
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets .
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
Experience in any one of the big data technologies (Hadoop, MapReduce , Spark, Data Lake etc. )
Experience in any one of the stream-processing systems ( Kafka, Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages : Python, Java, Scala, etc.
Understanding of modern software development including version control, unit testing, and continuous integration and deployment.
Strong communication skills, with proven ability to present complex ideas and to document concisely.
Preferred Qualifications
Working knowledge of Cloud providers and services such as Amazon AWS or Microsoft Azure.
Experience with relational SQL and NoSQL databases, including MongoDB and ElasticSearch.
Knowledge of healthcare data standards such as HL7, FHIR, EDI X12.
Knowledge of the healthcare revenue cycle, EMRs, practice management systems.
Working in an evolving healthcare setting, we use our shared expertise to deliver innovative solutions. Our fast-growing team has opportunities to learn and grow through rewarding interactions, collaboration and the freedom to explore professional interests.

Our associates are given valuable opportunities to contribute, to innovate and create meaningful work that makes an impact in the communities we serve around the world. We also offer a culture of excellence that drives customer success and improves patient care. We believe in giving back to the community and offer a competitive benefits package including:
Comprehensive Medical, Dental, Vision & RX Coverage
Paid Time Off, Volunteer Time & Holidays
401K with Company Match
Company-Paid Life Insurance, Short-Term Disability & Long-Term Disability
Tuition Reimbursement
Parental Leave
R1 RCM Inc. (“the Company”) is dedicated to the fundamentals of equal employment opportunity. The Company’s employment practices , including those regarding recruitment, hiring, assignment, promotion, compensation, benefits, training, discipline, and termination shall not be based on any person’s age, color, national origin, citizenship status, physical or mental disability, medical condition, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status or any other characteristic protected by federal, state or local law. Furthermore, the Company is dedicated to providing a workplace free from harassment based on any of the foregoing protected categories.
If you have a disability and require a reasonable accommodation to complete any part of the job application process, please contact us at 312-496-7709 for assistance.
CA PRIVACY NOTICE: California resident job applicants can learn more about their privacy rights California Consent",#N/A,10000+ Employees,Company - Public,Healthcare,Health Care Services & Hospitals,2003,Unknown / Non-Applicable
"DiNi Communications, Inc.
3.0",3.0,"New York, NY",Data Center Engineer,"DiNi Communications, Inc. is seeking a Data Center Engineer. This person needs to be a team player with exceptional communication skills. Maintaining the confidentiality of the client's information is of utmost importance.
Required Education and Experience
· At least 8 years of experience as a large data center technician
· Knowledge of Networking,
· Ability to lift equipment at least (50lbs) Rack and Stack (Network Switches, Servers, Storage,
Appliances)
· Knowledge of structured Cabling in a Data Center.
· General knowledge of Operating Systems, (Windows, Unix).
· General knowledge of networking in N Tier Environment (App, Web, DMZ,).
· Level 1 and Level 2 troubleshooting in a N Tier Environment.
· Ability to follow and execute commands to start up and shutdown systems.
· Physically travel to and be available at site B to perform technical changes that require a
person at Site B.
· Performing backup and restore activities.
· Asset Management.
· Maintaining document.
· Work with vendor on circuit issues, (WAN and Internet).
· Cable Patch the equipment in the environment.
· Participate in Site B fall-over testing
Preferred Network Engineering Experience
· Knowledge of N Tier networking.
· Certification in Networking (CISCO).
· Certification in various Operating systems (Linux and Windows), Storage, Messaging
(Microsoft).
· Certification in IT Security.
· Knowledge of Databases.
· Experience working with CISCO, EMC, Symantec, HP, Oracle, Bluecoat, MacAfee, and other vendors' equipment and software in a networked environment.
Responsibilities include but are not limited to:
Adding equipment to support agency applications in site B Environment,
Coordinating Site B testing with Site A technical resources.
Monitoring the B environment.
Rack and Stack new and replacement equipment
Troubleshooting and resolving incidents and problems in the
Physically travel to and be available at Site B to perform technical changes that require a person at Site B.
Upgrading and expanding the environment
Performing backup and restore activities
Manage Site B assets
Maintaining document
Cable Patch the equipment in the environment
Participate in Site B fall-over testing.
Job Type: Full-time
Pay: $60.00 - $70.00 per hour
Schedule:
Monday to Friday
Experience:
large data center technician: 8 years (Required)
Networking in N Tier Environment (App, Web, DMZ,): 3 years (Required)
Ability to lift equipment at least (50lbs): 1 year (Required)
structured Cabling in a Data Center: 3 years (Required)
Level 1 and 2 troubleshooting in a N Tier Environment: 3 years (Required)
Performing backup and restore activities: 3 years (Required)
Cable Patch the equipment: 3 years (Required)
Certification in Networking (CISCO): 1 year (Preferred)
Certification in IT Security: 3 years (Preferred)
CISCO, EMC, Symantec, HP, Oracle, Bluecoat, MacAfee: 3 years (Preferred)
Work Location: In person",$65.00 /hr (est.),Unknown,Company - Private,Information Technology,Information Technology Support Services,#N/A,Unknown / Non-Applicable
"Virtualan Software LLC
4.5",4.5,"Atlanta, GA","Sr. Data Engineer (Python,Spark & Databricks)","Role : Senior Data Engineer (Python, Spark & Databricks)
Location : Hybrid (Atlanta, GA)
Pay: 60-70$ on C2C / 1099
RESPONSIBILITIES:
Create or modify the conceptual, logical and physical data models.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of sources like Hadoop, Spark, AWS Lambda, etc.
Lead and/or mentor a small team of data engineers.
Design, develop, test, deploy, maintain and improve data integration pipeline.
Develop pipeline objects using Apache Spark , PySpark and/or Python.
Design and develop data pipeline architectures using Spark and related AWS Services.
Communicate effectively with client leadership and business stakeholders.
Participate in proposal and/or SOW development.
REQUIREMENTS:
5+ years of professional work experience designing and implementing data pipelines in a cloud environment is required.
2+ years of experience migrating/developing data solutions in the AWS cloud is required.
1+ years of experience building/implementing data pipelines using DataBricks is required.
Expert level knowledge of using SQL to write complex, highly-optimized queries across large volumes of data.
Hands-on object-oriented programming experience using Python is required.
Professional work experience building real-time data streams using Spark.
Knowledge or experience in architectural best practices in building data lakes.
Bachelor or Master degree in Computer Science, Engineering, Information Systems or relevant degree.
Hybrid work schedule, and must live in the Atlanta, GA metro area. Must be open to up to 25% national travel to client locations when on engagements outside of the Atlanta, GA area.
Job Type: Contract
Pay: $60.00 - $70.00 per hour
Schedule:
Monday to Friday
Application Question(s):
Apply only if you are interested in Hybrid Role in Atlanta, GA. Interested ?
Experience:
Data Engineer: 4 years (Required)
Databricks: 1 year (Required)
Willingness to travel:
25% (Required)
Work Location: On the road",$65.00 /hr (est.),1 to 50 Employees,Company - Private,Information Technology,Computer Hardware Development,2019,Less than $1 million (USD)
"GOBankingRates
3.3",3.3,"North, SC",Staff Data Engineer,"GOBankingRates™ is unique in the digital marketing and media industry - we combine marketing, digital, content and fintech. Our performance based approach increases brand awareness and generates targeted audience engagement on our internal web properties and partner sites.
Learn More About What We Do

What's interesting about this role?
GOBankingRates has big growth plans ahead and is looking for a strong Staff Data Engineer experienced in Data warehousing and Python to join our Data Engineering team. The GOBankingRates Data Engineering team is responsible for designing and developing the Data lake, enterprise database, data warehouse, reporting solutions, and pipelines for data processing. If you are a critical thinker with a solid track record of developing data solutions and solving complex problems with SQL and Python, we want you to join our team! You will play a vital role in designing and developing our next generation data pipelines and data platform. Join our team and prototype new data product ideas and concepts!
How will you make an impact?
Build and maintain multiple data pipelines to ingest new data sources (API and file-based) and support products used by external users and internal teams.
Optimize by building tools to evaluate and automatically monitor data quality and develop automated scheduling, testing, and distribution of feeds.
Work with data engineers, data scientists, and product managers to design, rapid prototype, and productize new data product ideas and capabilities.
Design and build cloud-based data lakes and data warehouses.
Conquer complex problems by finding new ways to solve them with simple, efficient approaches focusing on our platforms' reliability, scalability, quality, and cost.
Collaborate with the team to perform root cause analysis and audit internal and external data and processes to help answer specific business questions.
What will you bring to us?
Master's Degree (or a B.S. degree with relevant industry experience) in math, statistics, computer science, or equivalent technical field
Experience with dimensional data modeling and schema design in a database or data warehouse
Expertise with scripting languages such as Python and writing efficient and optimized SQL.
Working experience in building data warehouses and data lakes.
Experience working directly with data analytics to bridge business requirements with data engineering.
Experience with AWS infrastructure
Ability to operate in an agile, entrepreneurial start-up environment and prioritize
Excellent communication and teamwork, and a passion for learning
Curiosity and passion for data, visualization, and solving problems
Willingness to question the validity, accuracy of data, and assumptions
Preferred Qualifications:
Experience building data warehouse, data lake, and data pipeline using Snowflake/Redshift and other AWS Technologies.
Experience with large-scale distributed systems with large datasets.
Experience with event streams and stream processing (e.g., Kafka, Spark, Kinesis)
Hands-on experience with event streaming with modern event streaming tools like Pulsar, Kafka, and Kinesis. Understanding when streaming vs. batch processing is appropriate, and tradeoffs in a given context
Knowledge of advertising platforms.

Benefits
Competitive salary with excellent growth opportunity; we pride ourselves in having a team that exudes leadership, high initiative, creativity and passion.
Awesome medical, dental and vision plans with heavy employer contribution
Paid maternity leave and paternity leave programs
Paid vacation, sick days and holidays
Company funding for outside classes and conferences to help you improve your skills
Contribution to student loan debt payments after the first year of employment
401(k) - employees can start contributing immediately. After the first year, GOBankingRates matches your contribution up to 4% of your salary
A note about our response to COVID -19 and our new norm: The world has changed and we know it's important to adapt and to do our part to take care of our teams in this global pandemic. Our number one priority is to have our team feel safe, balanced and connected. We're committed to providing our teams with the best resources and tools to navigate this new virtual world that we're living in. We've also reinvented the ways in which we recognize, celebrate, and engage with each other to keep our culture strong!
Here's a peek into our world at GOBankingRates -
Our teams are working remotely 100% for the foreseeable future and have flex time. We're in the digital media space so we're mobile and flexible!
Option to work from an office (if you need to get away!)
Tools & resources are available to keep our team connected across North America. (JIRA, Trello, Airtable, Slack, Zoom and so much more!)
To keep our community engaged and connected, virtual team building events are held weekly and monthly.
For wellness and balance, weekly virtual fitness classes such as yoga are available.
To care for the local communities that we're a part of across the U.S our team members host socially distanced philanthropic events every quarter.
And most importantly, we've committed to consistent and transparent communication to help us all stay informed, engaged and to keep us on our path to success and #greatness.
We are an equal-opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.","$134,519 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Internet & Web Services,#N/A,$25 to $100 million (USD)
