company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
Premier Consulting Group,#N/A,"Boca Raton, FL",Senior Data Engineer,"* The right person could be located in Florida or Massachusetts as company has office locations in Boca Roton and Boston.
* Must be a US Citizen
Overview Summary of the Work:
ETL Azure Data Factory work: A Data Engineer who is to be able to import data from a variety of different sources (SFTP, API, Fileshare) and file types (CSV, Excel, JSON). Company also captures files via email now, but they have a pattern set up to be able to do that, so the person would just repeat how they’ve done that. Check existing Azure Data Factory pipelines for failures and troubleshoot. Familiar with dynamic expression and syntax in Azure Data Factory pipelines.
Backlog of stored procedures: Be skilled in stored procedure development and SQL skills.
Data quality and data cleansing: Be able to evaluate data (incoming and existing). Look for issues and be able to resolve them. In general, someone who can look at the data and mentally make the leap of “hey, this looks wrong.” Look at data and determine how it might be better utilized (examples: 2.5% as a string or 0.025 as a number, identify values as empty strings and save as nulls instead, etc).
Technical Experience Required/Preferred:
SQL, Azure SQL, Azure Data Factory, Data warehousing environments (dims and facts), Snowflake (highly preferred), Python (highly preferred).
Job Types: Full-time, Permanent
Pay: $140,000.00 - $160,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Compensation package:
Bonus pay
Yearly bonus
Experience level:
5 years
Schedule:
8 hour shift
Day shift
Monday to Friday
Weekend availability
Work Location: Hybrid remote in Boca Raton, FL 33431","$150,000 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TekValue IT Solutions,#N/A,"Houston, TX",Data Engineer with Migration,"Data Engineer Day 1 Onsite Loc Houston Texas Required Skills: Requirements: 8-10 Required Experince on Data Engineer and Revalent Skills Experience with NoSQL (MongoDB) Experience with API'S Good Knowledge on Data Migration like Oracle to Mongo db Experience with Python Programming
Job Type: Contract
Salary: $65.00 - $70.00 per hour
Schedule:
8 hour shift
Ability to commute/relocate:
Houston, TX 77001: Reliably commute or planning to relocate before starting work (Required)
Experience:
MongoDB: 5 years (Preferred)
Data migration: 5 years (Preferred)
NoSQL: 5 years (Preferred)
Python: 3 years (Preferred)
Work Location: One location
Speak with the employer
+91 7328323606",$67.50 /hr (est.),Unknown,Company - Public,#N/A,#N/A,#N/A,Unknown / Non-Applicable
"Seamless.AI
3.4",3.4,"Columbus, OH",Data Engineer - Remote US,"The Opportunity
We are seeking an experienced Data Engineer with a minimum of 3 years of experience in building data ingestion pipelines for large datasets. As a key player in our team, you will be responsible for designing, building, and managing our data infrastructure, supporting our data-driven decision-making capability. You'll need to be proficient in Python, AWS, and common frameworks used for data ingestion, transformation, and consolidation. The ideal candidate will be passionate about data, a strong team player, and have a continuous learning mentality.
About Seamless
Seamless delivers the world's best sales leads. Through our product, we help sales teams maximize revenue, increase sales, and easily acquire their total addressable market using artificial intelligence; by development of a robust real-time contact and company search engine as well as a suite of technically-advanced tools to support sales and lead generation. We have been recognized as one of Ohio's fastest growing companies and have been recently ranked No. 7 in LinkedIn's Top 50 Startups of 2022, featured in Forbes as #1 Software company in Ohio in 2022, and on G2's ""Top 100 Highest Satisfaction Products for 2022"" list!
The Seamless Team
We have an amazing culture and work environment that anyone would want to be a part of. We encourage a culture of positivity. We thrive off of continuous feedback and do whatever it takes to help our team and customers be successful. You will grow as an individual, professionally, and be able to see and feel the impact you are making to the growth of Seamless every day.
Role Responsibilities
Design, develop and optimize data ingestion pipelines to handle real-time and batch data streams using a variety of sources.
Utilize your extensive knowledge of Python and AWS to engineer solutions for the transformation, consolidation, and storage of large datasets.
Collaborate with data scientists and other stakeholders to understand data needs and translate them into data systems and pipelines.
Enhance our data ecosystem by leveraging industry best practices for testing, deployment, and runtime environments.
Drive continuous improvements to data reliability, efficiency, and quality.
Document data architectures, procedures, and data flows, maintaining excellent communication with the team and stakeholders.
Monitor data systems performance, troubleshoot data issues, perform root cause analysis, and ensure the implementation of optimal solutions.
Participate in data governance and ensure adherence to data security and privacy standards.
Candidate Requirements
A minimum of 3 years of experience as a Data Engineer or in a similar role.
Strong proficiency with Python, AWS, and common frameworks used in data ingestion and transformation.
Hands-on experience building and optimizing large scale data pipelines, architectures, and data sets.
Knowledge of data warehousing concepts, including data modeling, data cleaning, and ETL processes.
Strong understanding of database design and data management principles.
Experience with AWS cloud services such as EC2, S3, Redshift, DynamoDB, and others.
Strong problem-solving skills, and the ability to analyze data and design solutions to complex data issues.
Excellent communication and teamwork skills, and a passion for data.
Experience with other programming languages (e.g., Java, Scala) is a plus.
Familiarity with big data tools (e.g., Hadoop, Spark) is a plus.
Seamless.AI has been delivering the world's best sales leads since 2015. Our product is the first real time, B2B search engine helping sales teams maximize revenue, increase sales, and easily acquire their total addressable market using artificial intelligence. We have been recognized as one of Ohio's fastest growing companies and won 2020 Best Places to Work and LinkedIn's Top 50 Tech Startups in 2020 and 2022. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Visa Sponsorship is not included in our hiring package. Applicants will need to be authorized to work in the U.S.","$84,853 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,2015,Unknown / Non-Applicable
"HCA Healthcare
3.3",3.3,"Nashville, TN",Data Engineer,"Introduction
Last year our HCA Healthcare colleagues invested over 156,000 hours volunteering in our communities. As a Staff Data Engineer with HCA Healthcare you can be a part of an organization that is devoted to giving back!
Benefits
HCA Healthcare, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include:
Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as free telemedicine services and free AirMed medical transportation.
Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more.
Free counseling services and resources for emotional, physical and financial wellbeing
401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service)
Employee Stock Purchase Plan with 10% off HCA Healthcare stock
Family support through fertility and family building benefits with Progyny and adoption assistance.
Referral services for child, elder and pet care, home and auto repair, event planning and more
Consumer discounts through Abenity and Consumer Discounts
Retirement readiness, rollover assistance services and preferred banking partnerships
Education assistance (tuition, student loan, certification support, dependent scholarships)
Colleague recognition program
Time Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence)
Employee Health Assistance Fund that offers free employee-only coverage to full-time and part-time colleagues based on income.
Learn more about Employee Benefits
Note: Eligibility for benefits may vary by location.

Would you like to unlock your potential with a leading healthcare provider dedicated to the growth and development of our colleagues? Join the HCA Healthcare family! We will give you the tools and resources you need to succeed in our organization. We are looking for an enthusiastic Staff Data Engineer to help us reach our goals. Unlock your potential!
Job Summary and Qualifications
Data Engineers within HCA’s Information and Analytics organization are responsible for defining and implementing data management practices across the enterprise. This full-time position will focus primarily on enterprise data management and migrating of data to the cloud. Data Engineers are expected to source and incorporate new data sources into the Enterprise Data Ecosystem. The responsibilities will include writing, testing, and reviewing ETL pipelines for defining and implementing data management practices across the enterprise. Due to the emerging and fast-evolving nature of Cloud technology and practice, the position requires that one stay well-informed of technological advancements and be proficient at putting new innovations into effective practice.
As a Data Engineer, you will work closely with all team members to create a modular, scalable solution that addresses current needs, but will also serve as a foundation for future success. The position will be critical in building the team’s engineering practices in test driven development, continuous integration, and automated deployment and is a hands-on team member who actively coaches the team to solve complex problems. This is a leadership position that assumes the responsibility for project success and the upward development of team members. They are the development team's point of contact that must interface with business partners of varying roles ranging from technical staff to executive leadership.
As a Staff Data Engineer level, the role requires 'self-starters' who are proficient in problem solving and capable of bringing clarity to complex situations. It requires contributing to strategic technical direction and system architecture approaches for individual projects and platform migrations. It also requires working closely with others, frequently in a matrixed environment, and with little supervision. This candidate will have a history of increasing responsibility in a small multi-role team. This position requires a candidate who can analyze business requirements, perform design tasks, construct, test, and implement solutions with minimal supervision.
Our Purpose
Applied to this position, your skills will help transform healthcare through technology and solutions that dramatically improve patient care and business operations.
Core Competencies
At HCA ITG, your deliverables will influence patient care. Every process, technology, and decision matters. This role will provide leadership and deep technical expertise in all aspects of solution design and application development for specific business environments. It will focus on setting technical direction on groups of applications and similar technologies as well as taking responsibility for technically robust solutions encompassing all business, architecture, and technology constraints.
Responsible for building and supporting a Cloud based ecosystem designed for enterprise-wide analysis of structured, semi-structured, and unstructured data. Direct the transformation from HCA Healthcare’s current on premise Teradata platform to Google Cloud Platform to enable analytics and machine learning at scale.
Design the cloud environment from a comprehensive perspective, ensuring that it satisfies all the company’s needs.
Develop, manage, and own full data lifecycle from raw data acquisition through transformation to end user consumption
Share knowledge and experience to contribute to growth of overall team capabilities
Perform activities such as deployment, maintenance, monitoring, and management inside the cloud framework that has been created
Provide guidance on technology choices and design considerations for migrating data to the Cloud
Maintain a holistic view of information assets by creating and maintaining artifacts that illustrate how information is stored, processed, and accessed
Demonstrate deep understanding and act as a leader in the team’s continuous integration and continuous delivery automation pipeline
Collaborate with business analysts, project lead, management, and customers on requirements
Design fit-for-purpose products to ensure products align to the customer's strategic plans and technology road maps
Actively participate in technical group discussions and adopt any new technologies to improve the development and operations.
Assist team members with production issues and offer support, guidance, and assist in communicating issues with appropriate stakeholders when necessary.
Provide leadership on key technology choices for Enterprise Data Ecosystem including data warehouse, analytical and big data platforms.
Ensure architectural, quality, and governance adherence through design reviews.
Education & Experience
Bachelor's degree in computer science or related field - Required
Master's degree in computer science or related field - Preferred
3+ years of experience in Data Engineer/Architect- Required
1+ year(s) of experience in Healthcare - Preferred
8+ years of experience in Information Technology - Required
Knowledge, Skills, Abilities, Behaviors
A successful candidate will have:
Experience developing and supporting data pipelines from various source types (on-prem rdbms, AWS, GCS bucket, flat file) to Big Query utilizing Google Cloud Platform native technologies
Knowledge and experience using the following technologies
o Big Query
o Dataflow, Data Proc, Data Fusion, Cloud Composer
o GSUTIL, GCS, Kafka, Pub/Sub
o Data Catalog/Dataplex
o Python, Unix, Linux
Strong understanding of best practices and standards for cloud application design and implementation.
Extensive experience with relational database management systems; Teradata, Oracle or SQL Server:
o Advanced SQL skills
o Write, tune, and interpret SQL queries
o BTEQs
o Stored procedures
Experience with Unstructured Data
Ability to troubleshoot, maintain, reverse engineer, and optimize existing ETL pipelines.
Requires strong practical experience in agile application development and DevOps discipline, including deployment of CI/CD pipelines in Git
Ability to multitask and to balance competing priorities.
Expertise in planning, implementing, supporting, and tuning Cloud ecosystem environments using a variety of tools and techniques.
Ability to define and utilize best practice techniques and to impose order in a fast-changing environment. Must have strong problem-solving skills.
Strong verbal, written, and interpersonal skills, including a desire to work within a highly-matrixed, team-oriented environment.
A successful candidate may have:
o Experience in Healthcare Domain
o Experience in Patient Data
Certifications (a plus, but not required)
GCP Cloud Professional Data Engineer
HCA Healthcare has been recognized as one of the World’s Most Ethical Companies® by the Ethisphere Institute more than ten times. In recent years, HCA Healthcare spent an estimated $3.7 billion in cost for the delivery of charitable care, uninsured discounts, and other uncompensated expenses.
""There is so much good to do in the world and so many different ways to do it.""- Dr. Thomas Frist, Sr.
HCA Healthcare Co-Founder
Be a part of an organization that invests in you! We are reviewing applications for our Staff Data Engineer opening. Qualified candidates will be contacted for interviews. Submit your application and help us raise the bar in patient care!
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","$93,734 /yr (est.)",10000+ Employees,Company - Public,Healthcare,Health Care Services & Hospitals,1968,$10+ billion (USD)
NextGenITSupport,#N/A,"Raleigh, NC",Network data engineer - onsite,"Job Title: Network Data Engineer.
Must have Skill: HP ARUBA experience.
Rate: $45/hour
Location: On-Site in Raleigh, North Carolina
Job Description:
Experience with HP ARUBA is a must.
Develop and install network infrastructure, configurations and equipment such as routers and switches
Monitor networks and troubleshoot issues or outages.
LAN, WAN, SWITCH & ROUTING experience is needed.
Consult with clients to suggest network solutions
Manage junior employees and provide training resources for team members
Test and install new computer systems, hardware, software and applications
Develop engineering design packages to integrate new processes into existing ones
Collaborate with clients, other tech support services and network providers to ensure the quality of networks
Team player and support on-call responsibilities as HP ARUBA NMS team member
Coordinate upgrades/updates and maintenance of HP ARUBA NMS tool solutions
Collaborate across multiple technical teams and lines of business with focus on implementing enterprise NMS solutions.
Strong problem-solving and troubleshooting skills
Excellent communication and interpersonal abilities
Ability to work independently and as part of a team
Ability to multi-task, prioritize, and manage time efficiently
Highly organized and detail-oriented
Certifications:-
CCNA minimum CCNP preferred.
· 7+ years experience with network planning, design, and implementing LAN, WAN, network security, and wireless network infrastructures.
Job Type: Contract
Pay: $45.00 - $48.00 per hour
Schedule:
8 hour shift
Monday to Friday
Work Location: In person",$46.50 /hr (est.),Unknown,Company - Public,#N/A,#N/A,#N/A,Unknown / Non-Applicable
"DiNi Communications, Inc.
3.0",3.0,Remote,Senior Data Engineer,"DiNi Communications, Inc. is seeking a Senior Data Engineer. This person needs to be a team player with exceptional communication skills. Maintaining the confidentiality of the client's information is of utmost importance.
Skills and experience:
· 12+ years of experience in data engineering with a focus on designing and building scalable data platforms using cloud technologies.
· Strong experience designing and implementing data models and schemas in Snowflake.
· Define Snowflake databases objects to support efficient data storage and retrieval.
· Expert proficiency in SQL and one or more programming languages such as Python, Java, or Scala.
· Knowledge of cloud-based data platforms such as AWS, Azure, or GCP, including experience with cloud-based storage, compute, and data processing services.
Experience designing and implementing ETL and data integration pipelines, and familiarity with data modeling concepts and database design principles.
· Excellent communication skills and the ability to collaborate effectively with cross-functional teams.
· Experience with Agile methodologies and working in an Agile team environment.
· Experience developing production-grade, large-scale data solutions using cloud technologies.
· Experience managing data orchestration at scale using tools such as Airflow and Dagster.
· Familiarity with version control systems (e.g., Git) and CI/CD principles.
Preferred skills:
· Experience developing dashboards and reports in applications such as Oracle Analytics Server (OAS), Microsoft Power BI, and Google Looker.
· Thorough experience with data integration tools such as Informatica Intelligent Cloud Services and MuleSoft.
· Experience using Azure services for Security, Blob Storage, Data Lake, Databricks, Data Factory etc.
· Experience with Azure Monitoring services
· Microsoft Certified Azure Solutions Architect Expert or a Snowpro Certification or a similar one
Tasks include, but are not limited to:
· Collaborate with stakeholders to define and understand data needs.
· Design and develop efficient data architectures that can support large-scale data processing and storage requirements.
· Develop and maintain data pipelines, data models, and ETL processes that align with business requirements, data quality standards, and industry best practices.
· Work closely with other data engineering teams to build and maintain reusable data pipelines and tools, enabling faster time-to-market for data-driven solutions.
· Monitor, troubleshoot, and optimize data pipelines and processes for performance, reliability, and scalability.
· Ensure the quality and integrity of various datasets across different platforms and data sources.
· Continuously evaluate and recommend emerging technologies and methodologies to improve data engineering processes, workflows, and performance.
· Mentor and guide junior data engineers on technical best practices, code reviews, and design patterns to ensure high-quality, scalable, and maintainable data engineering solutions.
· Perform special technology-related projects, as assigned.
Job Type: Full-time
Pay: $80.00 - $95.00 per hour
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
(12+) Data engineering: 10 years (Required)
Snowflake: 5 years (Preferred)
Expert proficiency in SQL: 10 years (Preferred)
AWS, Azure, or GCP: 5 years (Preferred)
design and implementing ETL and data integration pipelines: 5 years (Preferred)
Agile methodologies: 5 years (Preferred)
developing production-grade, large-scale data solutions: 5 years (Preferred)
managing data orchestration: 5 years (Preferred)
version control systems and CI/CD principles: 4 years (Preferred)
local, state, or federal government entities: 2 years (Preferred)
leveraging Jira, Trello, ServiceNow or other tools: 3 years (Preferred)
Work Location: Remote",$87.50 /hr (est.),Unknown,Company - Private,Information Technology,Information Technology Support Services,#N/A,Unknown / Non-Applicable
"INTELETECH GLOBAL INC
3.7",3.7,"Altamonte Springs, FL",Data Engineer,"Role: Data Engineer
Location: Florida
Type: Contract ( Only w2 )
Visa: Any
Experience level: Mid-level

The Role: · You'll be developing, deploying, and maintaining our production data pipeline which produces risk scores and patient reports vital to the workflows of doctors and care coordinators.· You'll be ensuring product deliverables are executed reliably and accurately on a regular basis.· You'll be managing and monitoring client interfaces to ensure timely delivery of data.

Qualifications :· Bachelor's Degree in computer science, physics, math, or a related field· Minimum 3+ years experience in data engineering in industrial or clinical settings· Experience in deploying data pipelines to production, including large-scale cloud deployments· Adaptability within a dynamic and collaborative environment· Commitment to improve processes and reduce inefficiencies· Deep curiosity to dive into the details of human research studies

We also appreciate if you have familiarity with the following:

Python
SQL
Cloud platforms (e.g. AWS)
Relational and no-SQL database systems
Multi-modal and sensor data","$83,235 /yr (est.)",1 to 50 Employees,Company - Private,Financial Services,Accounting & Tax,#N/A,Unknown / Non-Applicable
keasis Inc,#N/A,"Wilmington, DE",Big Data Engineer,"Big Data Engineer - (ETL/Data Warehousing/Java)
Wilmington, DE
6+ Month CTH
5 openings
Supporting big data platforms
Going through a modernization and data center migration
Moving from informatica tools to Java/Spark, big data, data modeling etc – Java is a MUST HAVE
Looking for strong sr devs with Java/Spark skillsets
Any modernization or migration experience is a huge plus
Transitioning from ETL skillsets into java/spark
Required Skills:
5+ years of professional experience as a developer in a data warehousing or other data oriented, batch processing environment
5+ years experience in analysis of data or complex processes and systems, demonstrating strong analytical skills
3+ years of hands on experience with Java
2+ years of hands on experience with Spark
3+ years of hands on experience with relational databases such as Teradata or Oracle
3+ years using SQL
2+ years creating complex technical designs which included data mappings
Experience with Unix shell scripting (is a plus)
Experience with Tableau or other BI Reporting tools is a plus
Experience with Ab Initio is a plus
Experience with a scheduling tool, especially Control-M, is a plus.
Experience with issue analysis and resolution including usage of issue resolution processes for application production problems.
Experience working in an Agile setting
Demonstrated ability to work in a team environment with a structured SDLC and interface and coordinate with a variety of business and I/T groups.
Job Type: Contract
Salary: $50.00 - $70.00 per hour
Ability to commute/relocate:
Wilmington, DE 19801: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
How many years of Big Data experience do you have?
Are you ready to work on W2?
Experience:
Informatica: 8 years (Required)
SQL: 5 years (Required)
Data warehouse: 5 years (Required)
Work Location: One location",$60.00 /hr (est.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Arcon Group Inc,#N/A,"Mooresville, NC",Data Engineer,"Job Title: Dot NET Full Stack
Location: Charlotte, NC (Day 1 Onsite)
Duration: 12+ Months
Client: Wells Fargo
only on W2
Interview Mode: Phone & TEAMS
Note: We are looking only at OPT & H1-B
Minimum 3-5 years of experience with C#, .NET
Familiarity with the ASP.NET framework, SQL Server, and design/architectural patterns (e.g. Model-View-Controller (MVC))Experienced in implementing niche solutions with C# and .NET
Abundant experience in designing and writing reusable code with C# and .NET
Experienced with SQL/Oracle/Linux/Windows Servers
Work experience with Oracle, SQL, MySQL Database
Good to Have
Familiarity with Any Cloud Functions
C++/Java/Perl
Power Shell script
SAFE Agile Development
Job Type: Full-time
Salary: $45.00 - $55.00 per hour
Experience level:
3 years
4 years
5 years
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Mooresville, NC 28115: Reliably commute or planning to relocate before starting work (Required)
Education:
Master's (Preferred)
Experience:
Informatica: 1 year (Preferred)
SQL: 2 years (Preferred)
ASP.NET: 1 year (Preferred)
License/Certification:
Driver's License (Preferred)
Work Location: One location",$50.00 /hr (est.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Blackspoke
4.9",4.9,"Chantilly, VA",Data Engineer,"Own your opportunity to serve as a critical component of our nation’s safety and security. Make an impact by using your expertise to protect our country from threats and help ensure today is safe and tomorrow is smarter. Our work depends on a Data Engineer joining our team to support data analysts, data scientists, and big data engineers in identifying data sources, performing exploratory data analysis, developing data models, ensuring data cleanliness and accuracy to provide new mission-enhancing insights.

What you will be working on:
As the Data Engineer, you will tailor cutting-edge solutions to the unique requirements of our clients and make systems performance and availability your priority.
Expand our mission capabilities in automating data integration and collection strategies
Coordinate system development to include design, modeling, security, integration, and formal testing
Contribute to completion of engineering programs and projects
Develop solutions to a variety of complex engineering problems
Optimize the data ingestion pipeline architecture, develop strategies for efficient ingestion, processing, storage, structuring, and access
Improve responsiveness and overall performance of the data ingestion pipeline architecture
Prepare and maintain documentation for processes and procedures relate to engineering projects

What you will bring to us (Must):
Active TS/SCI with CI Polygraph
Current DoD IAT II Level certification

Would be nice if you bring the following (Highly Desired):
Bachelor's degree in Engineering, Computer Science, or other related analytical, scientific, or technical discipline
3+ years of related experience
Strong Python skills, Experience with messages systems like Kafka, Working experience with ETL processing, Working experience with data workflow products like NiFi
Working knowledge of entity resolution systems, Experience with Lambda functions, Working experience with Python RESTful API services / JDBC

What you will get:
Joining a team of technology experts and partners in the same mission
A high-growth environment with plenty of opportunities to grow your career as the company grows
Owner and Leadership team that come from technical backgrounds so they understand the day-to-day challenges of the technical consulting world and can offer real-life solutions and guidance
Highly competitive benefits package that shows we want to hire the very best

Equal Opportunity Employer/Veterans/Disabled. Individuals with disabilities, including disabled veterans or veterans with service-connected disabilities, are encouraged to apply. If you need assistance applying outside of the online application, please contact recruiting@blackspoke.com for more information.","$96,671 /yr (est.)",51 to 200 Employees,Company - Private,Government & Public Administration,National Agencies,2011,$5 to $25 million (USD)
"Green Worldwide Shipping LLC
3.7",3.7,"Aurora, CO",GEM Data Engineer,"About Green
“Global Reach with a personal touch”, that’s the foundation on which four partners (and long-time friends) agreed to when they started Green Worldwide Shipping back in 2008. This ethos has allowed Green to Grow to a 200+ strong team with 15 offices across the US and growing.At green we are a family of innovative problem-solvers who communicate freely to present creative solutions in an environment of trust, respect, and integrity. We are dedicated to customer service, passionate about logistics, and committed to sustainable growth while inspiring others.
Why this role is special..
GEM (Green Engineered Management) is a technology solutions department that supports various commercial technology products, data management, and development for Green Worldwide Shipping.We are seeking a skilled and experienced Data Engineer to join our dynamic team. As a Data Engineer, you will be responsible for designing, developing, and maintaining our data infrastructure and various technology systems to support efficient data processing and analysis. Your expertise in SQL, CargoWise, database management, Altova Flowforce Server, Altova Mapforce ETL software, Python and C#, along with experience in EDI/API connection protocols integration, will be instrumental in achieving success in this role.
How you will be successful…
Design, develop, and maintain data pipelines and ETL processes to extract, transform, and load data from various sources into our databases using Altova Mapforce ETL software.
Collaborate with cross-functional teams to understand data requirements and provide optimal data solutions.
Develop and optimize SQL queries to retrieve and manipulate data from databases, ensuring efficient data retrieval and storage.
Implement and integrate EDI/API connection protocols to enable seamless data exchange between internal and external systems.
Monitor and maintain the performance, availability, and integrity of the databases and data infrastructure.
Support for reporting, document modification, workflow and database support for internal ERP.
Troubleshoot and resolve data-related issues, including data quality and data integration problems.
Implement data security measures and ensure compliance with data privacy regulations.
Stay updated with industry best practices and emerging technologies in data engineering and incorporate them into the data infrastructure.
Provide technical guidance and support to other team members on data-related projects.
Collaborate with data analysts and data scientists to understand data requirements and support their data exploration and analysis needs.
Create and maintain documentation related to data pipelines, database schemas, and data transformation processes.
What you will bring….
Bachelor's degree in Computer Science, Information Systems, or a related field.
Preferred experience in CargoWise (or related ERP) with reporting, document modification, workflow and database support
Proven experience working with SQL and databases, preferably MySQL.
Prefer strong knowledge and hands-on experience with Altova Flowforce Server and Altova Mapforce ETL software, or related applications.
Experience in integrating and working with EDI/API connection protocols.
Proficiency in Python and/or C# (optional but preferred).
Familiarity with data modeling concepts and techniques.
Experience with data warehousing concepts and technologies.
Excellent problem-solving and analytical skills.
Strong attention to detail and the ability to work in a fast-paced environment.
Effective communication skills to collaborate with cross-functional teams.
Ability to work independently and prioritize tasks effectively.
Preferred Skills:
*
Experience with cloud-based data platforms (e.g., AWS, Azure, Google Cloud Platform).
Knowledge of big data technologies (e.g., Hadoop, Spark) and distributed computing.
Familiarity with data visualization tools (e.g., Tableau, Power BI).
Experience with version control systems (e.g., Git).
Understanding of Agile development methodologies.
What we offer:
Employee High Deductible Health Plan (HDHP) currently paid for 100% by Green.
$1,800 contributed to employee HSA Account, if on HDHP.
Employee Dental provided by Green.
Option to purchase disability insurance.
Paid life insurance and option to buy-up.
401(K) and company match.
Parental Leave Program.
Monthly recognition points to give/receive, which can be converted to gift cards.
Tuition Reimbursement Program.
Weekly fruit baskets in office locations
A tree planted for every new employee to Trees.org
Hybrid work schedule.
Wellbeing Program.
Training and Development.
Access to Mentorship Program.
Green Worldwide Shipping, LLC (Green) is committed to the full inclusion of all qualified individuals. As part of this commitment, Green will ensure that persons with disabilities are provided reasonable accommodations. If reasonable accommodation is needed to participate in the job application or interview process and/or to perform essential job functions, please contact Faye Hughes, Head of People and Culture at faye.hughes@greenworldwide.com.Green is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
Requirements
Bachelor's degree in Computer Science, Information Systems, or a related field.
Preferred experience in CargoWise (or related ERP) with reporting, document modification, workflow and database support
Proven experience working with SQL and databases, preferably MySQL.
Strong knowledge and hands-on experience with Altova Flowforce Server and Altova Mapforce ETL software, or related applications.
Experience in integrating and working with EDI/API connection protocols.
Proficiency in Python and/or C# (optional but preferred).
Familiarity with data modeling concepts and techniques.
Experience with data warehousing concepts and technologies.
Excellent problem-solving and analytical skills.
Strong attention to detail and the ability to work in a fast-paced environment.
Effective communication skills to collaborate with cross-functional teams.
Ability to work independently and prioritize tasks effectively.
Preferred Skills:
Experience with cloud-based data platforms (e.g., AWS, Azure, Google Cloud Platform).
Knowledge of big data technologies (e.g., Hadoop, Spark) and distributed computing.
Familiarity with data visualization tools (e.g., Tableau, Power BI).
Experience with version control systems (e.g., Git).
Understanding of Agile development methodologies.
Summary
GEM (Green Engineered Management) is a technology solutions department that supports various commercial technology products, data management, and development for Green Worldwide Shipping. We are seeking a skilled and experienced Data Engineer to join our dynamic team. As a Data Engineer, you will be responsible for designing, developing, and maintaining our data infrastructure and various technology systems to support efficient data processing and analysis. Your expertise in SQL, CargoWise, database management, Altova Flowforce Server, Altova Mapforce ETL software, Python and C#, along with experience in EDI/API connection protocols integration, will be instrumental in achieving success in this role.
Job Type: Full-time
Pay: $60,000.00 - $75,000.00 per year
Benefits:
401(k) matching
Dental insurance
Employee discount
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Professional development assistance
Tuition reimbursement
Vision insurance
Experience level:
4 years
Schedule:
Monday to Friday
Ability to commute/relocate:
Aurora, CO 80014: Reliably commute or planning to relocate before starting work (Required)
Experience:
SQL/MySQL (Required)
ETL Software (Preferred)
Data warehouse (Preferred)
Python/C# (Preferred)
Work Location: Hybrid remote in Aurora, CO 80014","$67,500 /yr (est.)",51 to 200 Employees,Company - Private,Transportation & Logistics,Shipping & Trucking,2008,$25 to $100 million (USD)
