company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
"Hermitage Infotech
3.5",3.5,New Jersey,Sr. Data Engineer,"Hi,

Given below is the urgent req for my client.. If you are comfortable with it, available and looking for a project please send me your profile immediately in word document along with your expected hourly salary on CTC/1099 or yearly salary on W2. Please mention your work authorization and your availability to start the project.
Looking for candidates regarding the following:

POSITION

Sr Data Engineer

LOCATION

Remote

DURATION

4 Months

PAY RATE

Please mention your minimum expected salary on our W2.

INTERVIEW TYPE

Video

VISA RESTRICTIONS

USC/GC/EAD Only

REQUIRED SKILLS

3+ years of data engineering experience
Snowflake database experience
Postgres
ETL-specifically DBT for transformation workflow
Python, Tableau




Regards
Varma
732-338-7524",#N/A,1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,#N/A,$1 to $5 million (USD)
"Procter & Gamble
4.1",4.1,"Phoenix, AZ",Data Analytics Engineer,"Job Location
Cincinnati
Job Description
If data is in your blood, then we have the job to get your heart pumping!
From day 1, you'll be a key member of the engineering team driving end-to-end data and analytical solutions supporting the development, learning, and operational insights for our critical new engineering led initiatives in equipment, process, packaging, customization and supply chain.
As a Data Analysis Engineer, you will:
Work across important Data & Analytics Community of Excellence capability areas of: Data Science, Dana Engineering, Data Wrangling, Edge Programming, SME Analyst/Business Intelligence, Visualization/Citizen Scientist Ux.
Engage project teams to understand project needs/requirements and provide technical expertise with data and analytical tools.
Collaborate with data leaders and multi-discipline teams to design, develop and ensure critical data systems infrastructures and integration offer critical data model availability and scalability.
Ensure relevant data and analytics are available to meet initiatives and technical readiness needs by continuously addressing the data models, wrangling and cleansing data, and improving data solutions and platforms.
Explore emerging capabilities and Artificial Intelligence/Machine Learning for flawless integration and application between data scientist, functional specialists and their key user cases.
We believe the following skills will help you be successful:
Technical Mastery: Strategic, systems problem solver who will automate existing manual decision support and data workflows to drive key innovation and business performance improvement.
Builds Diverse and Collaborative Relationships: We seek an independent, collaborator who sees the interaction in our enterprise and systems while understanding the role that data and intelligence play in dramatically improving the user cases for the subject matter systems.
Leadership: Have the ability to set technical direction by applying and building mastery in our Product Supply Engineering innovation and delivery efforts, while demonstrating diverse data, analytics and visualization skills. Seeking immediate impact to accelerate our engineering processes, improve technical readiness of initiatives and enhance product and service execution in our manufacturing sites and supply network.
We offer you:
Dynamic and respectful work environment. At P&G our employees are at the core, we value every individual and encourage initiatives, promoting agility and work/life balance.
Continuous coaching. You will work with passionate people and receive ongoing coaching and mentoring from your line manager and other colleagues. Corporate and functional training will enable you to succeed and develop from day one.
Benefits. You will receive a competitive salary as well as other great benefits including a competitive pension, share ownership scheme and private healthcare.
Are you ready to join our Engineering team?
Job Qualifications
REQUIRED:
BS/MS in a quantitative field (Engineering, Data Science, Operations Research, Applied Math, Statistics, Analytics)
These positions are entry-level with up to 4 years work experience
PREFERRED EXPERIENCE:
Data management, ingesting new data, transforming/harmonizing data
Data analytics insights and work processes for learning and decision
support
Strong leadership, business problem definition, and priority setting skills
Prior Innovation Development, or Supply Chain, or IoT or related experience
An aptitude for communicating insights and collaborating across teams/organizations
Skills in data visualization (Tableau, Power BI, or similar) and script program languages (SQL, Python/Scala, R, JAVA, C+)
Data analytics and insight environments (Apache Hadoop, Spark, Hive, SQL Server, SAP Bus, WH)
Passion to learn/develop and bring in emerging trends/technology that drive further insight value
Proven success of applied analytics through related full-time or internship experience
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration sponsorship is not available for this role. As a general matter, Procter & Gamble does not sponsor candidates for nonimmigrant visas or permanent residency. However, Procter & Gamble may make exceptions on a discretionary basis. Any exceptions would be based on the Company's specific business needs at the time and place of recruitment as well as the particular qualifications of the individual.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.
Job Schedule
Full time
Job Number
R000084077
Job Segmentation
Recent Grads/Entry Level (Job Segmentation)
Starting Pay / Salary Range
$85,000.00 - $115,000.00 / year","$100,000 /yr (est.)",10000+ Employees,Company - Public,Manufacturing,Consumer Product Manufacturing,1837,$10+ billion (USD)
"M&T Bank
3.7",3.7,"Buffalo, NY",Senior Network Engineer (Data Center),"This role offers a hybrid work schedule; offering the flexibility to work remotely two days a week, while providing the opportunity for in-person collaboration at our Buffalo, NY Tech Hub.
Overview:
As a Data Center Engineer at M&T Bank, you will play a pivotal role in the maintenance, optimization, and expansion of our data center infrastructure. You will be responsible for ensuring the reliability, performance, and security of our data center operations, with a focus on Arista and Cisco networking technologies.
Primary Responsibilities:
Network Infrastructure Management: Configure, monitor, and maintain Arista and Cisco network devices to ensure high availability and performance within the data center.
Data Center Operations: Perform routine data center tasks such as equipment installations, cabling, and hardware replacements while adhering to industry best practices.
Network Security: Implement and maintain security measures to protect data center assets and ensure compliance with security policies.
Troubleshooting: Identify and resolve network and system-related issues promptly to minimize downtime and disruptions.
Capacity Planning: Collaborate with cross-functional teams to assess data center capacity requirements and plan for future expansion.
Documentation: Maintain accurate records and documentation of network configurations, changes, and procedures.
Team Player: Collaborate with peers and cross-functional colleagues to deliver results for both large and small projects.
Education and Experience Required:
Combined minimum of 8 years’ higher education and/or work experience in systems design, management and/or architecture
Strong understanding of the system development and infrastructure lifecycle and architecture, vendor best practices, IT Service Management, and systems design
Education and Experience Preferred:
Bachelor’s Degree in Computer Science or Computer Engineering
Minimum of 8 years’ professional experience in a technical engineering position involving infrastructure design technologies, data management and interchange, system design and/or development for complex applications
#LI-KB1
M&T Bank is committed to fair, competitive, and market-informed pay for our employees. The pay range for this position is $107,412.63 - $179,021.06 Annual (USD). The successful candidate’s particular combination of knowledge, skills, and experience will inform their specific compensation.
Location:
Buffalo, New York, United States of America",#N/A,10000+ Employees,Company - Public,Financial Services,Banking & Lending,1856,$5 to $10 billion (USD)
"Oracle
3.9",3.9,United States,Principal Data Center Engineer,"You are the builder here. You will be part of a team of really smart, motivated, and diverse people and given the autonomy and support to do your best work. It is a dynamic and flexible workplace where you’ll belong and be encouraged.
As a Principle Data Center Engineer you will contribute to multi-disciplinary projects using your engineering expertise. This includes identifying risks and serviceability issues related to physical hardware design, participating in the full hardware development lifecycle and using data and business intelligence to drive improvements to efficiency and quality of Oracle and OCIs physical infrastructure.

In this role you will join an exciting and highly motivated team at Oracle. We are at the forefront of innovating the data center industry, and as a key member of our engineering team, you will play a pivotal role in creating and implementing Digital Twin models of Data Centers. Using advanced techniques like Computational Fluid Dynamics (CFD), you will collaborate closely with our data center design and construction teams as well as internal and external stakeholders, helping to design and efficiently operate OCI and Oracle data centers.
Key Responsibilities
Digital Twin Creation & Implementation: Design and create Digital Twin models of Oracle Data Centers, leveraging the latest tools and technologies to ensure accurate simulations and predictions.
Computational Fluid Dynamics (CFD) Analysis: Utilize CFD to analyze airflow, temperature, and environmental conditions within the data center environment, providing recommendations for optimal performance and efficiency.
Customer Collaboration: Work closely with customer facing internal stakeholders to understand their specific needs and challenges, translating those requirements into actionable data center designs and solutions.
Continuous Improvement: Stay updated with the latest advancements in data center technology and methodologies, ensuring our offerings remain cutting-edge.
Team Collaboration: Collaborate with cross-functional teams including sales, product management, and other engineering teams to deliver cohesive solutions.
Problem-Solving: Troubleshoot and resolve any issues related to data center design, implementation, and operation.
Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 6-10 years of engineering or related experience.

Digital Twin Creation & Implementation: Design and create Digital Twin models of Data Centers, leveraging the latest tools and technologies to ensure accurate simulations and predictions.
Computational Fluid Dynamics (CFD) Analysis: Utilize CFD to analyze airflow, temperature, and environmental conditions within the data center environment, providing recommendations for optimal performance and efficiency.
Customer Collaboration: Work closely with customer facing internal stakeholders to understand their specific needs and challenges, translating those requirements into actionable data center designs and solutions.
Continuous Improvement: Stay updated with the latest advancements in data center technology and methodologies, ensuring our offerings remain cutting-edge.
Team Collaboration: Collaborate with cross-functional teams including sales, product management, and other engineering teams to deliver cohesive solutions.
Problem-Solving: Troubleshoot and resolve any issues related to data center design, implementation, and operation.",#N/A,10000+ Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,1977,$10+ billion (USD)
"Nike
4.2",4.2,"Beaverton, OR",Principal Data Engineer,"Become a Part of the NIKE, Inc. Team

\r

\r

NIKE, Inc. does more than outfit the world's best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it's about each person bringing skills and passion to a challenging and constantly evolving game.

Principal Data Engineer-Nike, Inc., Beaverton, OR. Provide cross-domain data engineering expertise that empowers and accelerates Nike's digital transformation. Provide expert-level guidance on the most complex coding, configuration and implementation efforts. Provide leadership, guidance and mentorship to other data engineers. Define the technical design and implementation roadmap across multiple solutions and work with engineering leadership. Design and implement innovative product features in collaboration with business and technology partners. Collaborate with and across data engineering teams on designs and implementation details for distributed data processing pipelines using tools and languages prevalent in the big data ecosystem. Research, evaluate, and utilize new technologies, tools, and frameworks centered around high-volume data processing. Innovate to address both current and future customer needs. Inform and influence both technical and business partners on technical strategies and approaches using clear, concise, fact- and experience-based information. Define, design, and build utilities, user defined functions, libraries, and frameworks to better enable data flow patterns. Create strategies for building or improvement of continuous integration, test-driven development and production deployment frameworks. Define and establish standard methodologies. Anticipate, identify, and solve issues concerning data management to improve data quality. Address operational and performance issues and technical bottlenecks as needed. Solve high-risk issues and perform root cause analysis.

Applicant must have a Master's degree in Computer Science, Engineering, or Computer Engineering and 2 years of experience in the job offered or a computer-related occupation. Experience must include:
Spark;
Kafka;
Web services;
Rest;
Splunk;
Jenkins;
AWS;
Airflow;
Python;
RDS; and
NoSql Database.

#LI-DNI

NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.

NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability.

How We Hire

At NIKE, Inc. we promise to provide a premium, inclusive, compelling and authentic candidate experience. Delivering on this promise means we allow you to be at your best - and to do that, you need to understand how the hiring process works. Transparency is key.

This overview explains our hiring process for corporate roles. Note there may be different hiring steps involved for non-corporate roles.

Benefits

Whether it's transportation or financial health, we continually invest in our employees to help them achieve greatness - inside and outside of work. All who work here should be able to realize their full potential.","$145,632 /yr (est.)",10000+ Employees,Company - Public,Manufacturing,Consumer Product Manufacturing,1972,$10+ billion (USD)
"Amazon.com Services LLC
3.7",3.7,"Dallas, TX",Data Engineer,"3+ years of data engineering experience
Experience with data modeling, warehousing and building ETL pipelines
Experience with SQL
Are you passionate about data and code? Does the prospect of dealing with massive volumes of data excite you? Do you want to build data engineering solutions that process billions of records? Do you want to create the next-generation of product for self-service data transformation? If so, Amazon Finance Technology (FinTech) is for you!

Amazon's Finance Technology team is seeking a Data Engineer to join the team that is shaping the future of the finance data platform. The technology solutions and services we build enable Amazon’s rapidly growing and dynamic business, and have an immediate influence on day-to-day decision making through automation, compliance with law and analysis of our financial data. We aim to provide Amazon competitive advantage for running its business and insights for our customers using state of the art technologies. This is an opportunity to work on building one of the largest finance data platforms in the world. If you are passionate about building petabytes scale data solution on AWS using modern techniques in big data space at scale to drive innovation in the finance space, this is the team for you.

As a Data Engineer, you should be an expert with data warehousing technical components (e.g. Data Modeling, ETL and Reporting), infrastructure (e.g. hardware and software) and their integration. You should have deep understanding of the architecture for enterprise level data warehouse solutions using multiple platforms (RDBMS, Columnar, Cloud). You should be an expert in the design, creation, management, and business use of large datasets. You should have excellent business and communication skills to be able to work with business owners to develop and define key business questions, and to build data sets that answer those questions. The candidate is expected to be able to build efficient, flexible, extensible, and scalable ETL and reporting solutions. You should be enthusiastic about learning new technologies and be able to implement solutions using them to provide new functionality to the users or to scale the existing platform. Excellent written and verbal communication skills are required as the person will work very closely with diverse teams. Having strong analytical skills is a plus. Above all, you should be passionate about working with huge data sets and someone who loves to bring datasets together to answer business questions and drive change.

Our ideal candidate thrives in a fast-paced environment, relishes working with large transactional volumes and big data, enjoys the challenge of highly complex business contexts (that are typically being defined in real-time), and, above all, is a passionate about data and analytics. In this role you will be part of a team of engineers to create world's largest financial data warehouses and BI tools for Amazon's expanding global footprint.

Key job responsibilities
Design, implement, and support a platform providing secured access to large datasets.
Own the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisions.
Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation.
Tune application and query performance using profiling tools and SQL.
Analyze and solve problems at their root, stepping back to understand the broader context.
Learn and understand a broad range of Amazon’s data resources and know when, how, and which to use and which not to use.
Keep up to date with advances in big data technologies and run pilots to design the data architecture to scale with the increased data volume using AWS.
Continually improve ongoing reporting and analysis processes, automating or simplifying self-service support for datasets.
Triage many possible courses of action in a high-ambiguity environment, making use of both quantitative analysis and business judgment.
We are open to hiring candidates to work out of one of the following locations:

Dallas, TX, USA

Experience with AWS technologies like Redshift, S3, AWS Glue, EMR, Kinesis, FireHose, Lambda, and IAM roles and permissions
Experience with non-relational databases / data stores (object storage, document or key-value stores, graph databases, column-family databases)
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.","$110,777 /yr (est.)",10000+ Employees,Company - Public,Information Technology,Internet & Web Services,1994,$10+ billion (USD)
Reality Defender,#N/A,"New York, NY",Data Engineer (Datasets) - Remote,"** Must have at least a BS in Computer Science and at least 3 years of work experience after graduation from university.
** No firms - we can not work with firms due to regulatory reasons.
** Please do not apply for this role if you do not fit these requirements.

Reality Defender seeks a data engineer to join the R&D team. You’d work on large foundation datasets for foundation models in vision, audio or NL.

[Large Language Model (LLM) Ethics] RD does not allow the use of Large Language Models or online chatbots such as ChatGPT in any part of the interview process - video calls, take-homes, etc.
Responsibilities
Build very large-scale multimodal datasets and high-quality benchmarks working closely with R&D.
Automate data augmentation, quality control and content moderation.
Qualifications
Proficient in software development, esp. Python
Interest in data exploration, visualization, cleaning, and analytics for real-world data modeling
Familiarity with audio and video file formats, and codecs
Smart, driven, and passionate about helping Reality Defender change the world
Team player with a positive attitude, sincerity, and good communication skills","$150,000 /yr (est.)",Unknown,Company - Private,Information Technology,Software Development,#N/A,Unknown / Non-Applicable
"Included Health
3.8",3.8,Remote,"Senior Software Engineer, Data Services","Our Team:

Think about the best products you’ve built as an engineer. Were they powered by APIs that did what you needed so you could focus on solving your user problem? Did these APIs just make sense and work as expected? If so, you already know what we’re trying to do. Building production software is hard. Making it so simple to use that it disappears into the background is harder. Doing that for healthcare data, which can be messy, is so hard that nobody has really done it.

Data Services owns the core domains underpinning how we get our members to the right care at the right time. The Coverage team is responsible for answering critical questions that enable a member to get the right care: What are the right health benefits to show a member when they come to us? And at what cost?

This team could be right for you if:
You thrive on high-impact work that is foundational to the operation of the business
You know that a big part of solving a complex business problem is getting the domain model right
Where others see intimidating complexity, you see simpler subproblems and solutions that can be built back up to solve the broader problem
Desired Outcomes — What does success look like?
Achieve team and business impact through high personal output
Prioritize and scope engineering effort according to expected business value, effectively communicating with teammates and stakeholders
Lead project execution by managing epics/stories/tasks, providing clarity to the business on delivery timing, and acting as an owner of overall project success
Design, implement, test, and operate systems with exemplary engineering fundamentals that make appropriate tradeoffs
Engage in cross-team and cross-functional efforts to ensure timely, successful delivery against team OKRs
Mentor engineers, improving their technical and non-technical skills to maximize their impact
Competencies:
Stellar engineering leadership by example — regardless of your language of choice, you separate concerns and define well-abstracted interfaces, leading to functioning, performant, well-tested, maintainable code and systems
Thinking and communicating in first principles — you are able to explain your points of view from foundational concepts rather than by associative thinking
Critical thinking with influence — you systematically evaluate the tradeoffs associated with each potential solution to a problem, make an informed decision, and articulate these things well to influence others, driving impact
Technologies:
Here are some of the technologies we use now or may use in the future; you probably care somewhat if you’re an engineer. Familiarity with these things is nice to have, but not a requirement.
Go, Python, Ruby, Scala, Java
Django
GraphQL
HL7 FHIR, Redox
gRPC/Protocol Buffers, Thrift, Avro
Bazel
OAuth
MySQL, PostgreSQL
Kafka
Redis
Elasticsearch
Docker
Kubernetes
Terraform
AWS
About Included Health

Included Health is a new kind of healthcare company, delivering integrated virtual care and navigation. We’re on a mission to raise the standard of healthcare for everyone. We break down barriers to provide high-quality care for every person in every community — no matter where they are in their health journey or what type of care they need, from acute to chronic, behavioral to physical. We offer our members care guidance, advocacy, and access to personalized virtual and in-person care for everyday and urgent care, primary care, behavioral health, and specialty care. It’s all included. Learn more at includedhealth.com.
-
Included Health is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, state, or local law. Included Health considers all qualified applicants in accordance with the San Francisco Fair Chance Ordinance.",#N/A,1001 to 5000 Employees,Company - Private,Healthcare,Health Care Services & Hospitals,2011,Unknown / Non-Applicable
"Linktree
3.2",3.2,"Los Angeles, CA",Staff Data Engineer,"The Role

Linktree’s Data Platform team is at the forefront of transforming the way Linktree leverages data, working closely with the insights, analytics engineering, product and marketing teams to become truly data driven.

As a Staff Data Engineer at Linktree, you will be the driving force behind scaling how data is consumed at Linktree. Not only will you be modelling some of our most important data sets to gain insights, such as the data that helps us understand the driving factors behind the success of our product or our revenue, we take self-service one step further. You will also build the platform that can be used by Data Analysts, Marketers, Engineers and anyone else who is interested to model their own data to fit their specific needs and not be dependent on a data team.

This is your opportunity to make an impact at Linktree and push the boundaries of what is possible with data self-service!

Location Expectations: Hybrid. We're growing our team in LA and the Bay Area, and plan to have offices in both locations. We expect team members to come into their respective office 2x/week.

What You Will Do
Develop and implement the strategy for the Data Platform in close collaboration with other data and engineering leaders.
Continue leading the transformation to make data a first-class citizen in software development at Linktree. This includes providing other teams with the self-service capabilities to ingest, transform, consume and integrate data with other systems for both production and analytics use-cases.
You will be building and improving data-driven systems including, but not limited to, instrumentation at the source, event ingestion, event brokers, data warehouses, pipelines and integration systems used to activate data in third parties, such as an experimentation platform, product analytics and marketing tooling.
Ensure our data platform continues to scale with our rapidly growing user base and ever-evolving product. Linktree’s growth constantly creates new challenges like needing to master data governance and discoverability with many different teams producing data, or hitting the scalability limits of cloud providers.

What We Are Looking For
A platform mindset. Our Data Platform team does not do repetitive data transformation and integration jobs for others. The team builds the infrastructure and tools that allows Linktree to perform these tasks at scale by enabling all teams to perform data-related jobs themselves.
- Data as well as a software engineering background. Our data platform spans from the SDKs that our teams use to emit and consume data in front- and back-end applications to the integration with various third-party systems, including everything in between (data ingestion, event brokers, data persistence, etc.). To be successful in your role you’ll need to be proficient in both. Having worked with distributed, event-driven systems is a plus.
Experience operating at scale. You have worked on data systems that power a product that serves hundreds of millions of active users.

Linktree is committed to providing a competitive compensation package. Our cash compensation amount for this role is targeted at $175,000-$225,000 in the San Francisco Bay or Los Angeles area. Final offer amounts are determined by multiple factors including candidate expertise, the scope of role and level, and may vary from the amounts listed above.
P.S. If you don’t tick every box in this ad, please don’t rule yourself out. We take pride in inclusion and hiring incredible human beings with great potential over ticking boxes – so if this role resonates with you, hit that apply button!

Where and How We Work
We are a global and diverse group offering a truly flexible and family friendly work environment. Kids, pets, and the occasional delivery person are all actively encouraged to appear on our Zoom screens. All of us at Linktree work either fully remote or a hybrid ""remote, but in-office sometimes"" approach.

We currently have offices in Melbourne, Sydney and LA, but our team is spread across Australia, United States, and New Zealand. As our team approaches 200 people, our company will be 10x the size we were in 2020.

We offer autonomy and flexibility in how you structure your days and weeks. There will be the need for some collaboration outside of a ""normal"" 9-5 being a global company, but we aim to work asynchronously where possible.

Our Culture and Benefits
Linktree's company culture and values are based around collaboration, diversity, inclusion, and flexibility. Those are all nice words but to give you some more specific examples:

We recognize that our teammates are individually unique and have designed our benefits with this in mind. Each employee has an annual allowance to use on things like (but not limited to) fitness memberships, development courses, childcare, travel, charitable donations, pet insurance, home office set up - the choice is yours!
We provide top-flight medical, dental, vision, disability and life insurance - we cover 100% of your monthly premiums (and 80% for your dependents).
401k matching up to 6%.
Employee Stock Option Program - we want each and every employee to share in the company’s success as we go further together.
To learn more about our benefits, including our parental leave program, volunteering leave, DE&I initiatives, and more, click here!

Our Story
We're on a mission to empower anyone to curate and grow their digital universe. We created the ""link in bio"" category and are trusted by some of the world's biggest brands and celebrities including TikTok, The UN Environmental Program, The White House, F1, Manchester United, Selena Gomez, Alicia Keys, and Dwayne “The Rock” Johnson. With a flexible work environment and a team spread across multiple time zones, we offer autonomy and flexibility. Join us in empowering people to control their online presence!

At Linktree, we celebrate and support everyone’s perspective and background, and we’re proud to be an equal opportunity workplace. We aim to foster a diverse and inclusive environment where all team members have a sense of belonging, because we believe in going further together. Linktree welcomes all people regardless of sex, gender identity, race, ethnicity, disability, pregnancy, age, or other lived experience. If you require accommodations to fully participate in our opportunities, please don't hesitate to reach us at recruiting@linktr.ee – your needs are important to us.","$170,366 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Internet & Web Services,2016,Unknown / Non-Applicable
"Fidelity Investments
4.3",4.3,"Westlake, TX",Principal Data Engineer,"Job Description:
Position Description:
Crafts secure, scalable, resilient Cloud-based services using data warehousing, visualization, and integration methodologies. Reviews the implementation of relational database technologies - Oracle SQL and PL/SQL -within Snowflake, Amazon Web Services (AWS), or MS Azure. Manages data movement technologies Extract, Transform, and Load and Extract, Load, and Transform (ETL/ELT) processes and schedulers. Delivers and supports Cloud strategies - migrating legacy products and implementing Software as a Service (SaaS) integrations. Manages multi-functional enterprise data, navigating between business analytic needs and data. Executes on product roadmaps to enable new insights with data. Crafts and implements operational data stores and data lakes in production environments.
Primary Responsibilities:
Manages project functionality, using DevOps, Continuous Integration and Continuous Delivery methodologies and tools.
Develops and deploys pipelines within a Cloud native infrastructure.
Performs data analysis on database platforms using SQL.
Develops ELT/ETL pipelines to move data to and from Microsoft Common Data Service (CDS), using Azure Data Factory and Power Automate Flows.
Implements data modelling techniques and standard methodologies.
Designs and develops data services.
Sets the technical direction for the team.
Develops and improves data architecture, database design, and performance optimization.
Sets up reliable infrastructure
- hardware, scalable data management systems, and frameworks to perform data-related tasks.
Simplifies and communicates technical challenges, solutions options, and recommendations to business partners and technology leadership.
Provides technical leadership and support in data and solutioning to team members.
Produces scalable, resilient, Cloud-based systems design.
Analyzes information to determine, recommend, and plan installation of a new system or modification of an existing system.
Confers with systems analysts, engineers, programmers, and others to design systems and to obtain information on project limitations and capabilities, coordinating installation of software system.
Determines system performance standards.
Education and Experience:
Bachelor’s degree (or foreign education equivalent) in Computer Science, Engineering, Information Technology, Information Systems, Mathematics, Physics, or a closely related field and five (5) years of experience in the job offered or five (5) years of experience developing applications to support legal, compliance, risk, security, and audit functions within a financial services environment.
Or, alternatively, Master’s degree (or foreign education equivalent) in Computer Science, Engineering, Information Technology, Information Systems, Mathematics, Physics, or a closely related field and three (3) years of experience in the job offered or three (3) years of experience developing applications to support legal, compliance, risk, security, and audit functions within a financial services environment.
Skills and Knowledge:
Candidate must also possess:
Demonstrated Expertise (“DE”) performing data movement processes (migration, ingestion, and sync-up) for legal, compliance, risk, and security applications using Power Automate, Azure Blob, and Azure Data Factory pipelines.
DE implementing Dataverse tables, forms, business rules, relationships, and flows for legal, compliance, risk, and security applications on a Microsoft Power Platform, using Dataverse, custom connectors, and Power BI reports.
DE implementing data components (databases, tables, views, types, stored procedures, functions, roles, and queries) for legal, compliance, risk, and security applications on relational databases (DB2, Oracle) using SQL and PL/SQL queries.
DE implementing Control–M jobs and compliance aggregate reports for legal, compliance, risk, and security applications on a customer identification program.
Certifications:
Company Overview
Fidelity Investments is a privately held company with a mission to strengthen the financial well-being of our clients. We help people invest and plan for their future. We assist companies and non-profit organizations in delivering benefits to their employees. And we provide institutions and independent advisors with investment and technology solutions to help invest their own clients' money.

Join Us
At Fidelity, you'll find endless opportunities to build a meaningful career that positively impacts peoples' lives, including yours. You can take advantage of flexible benefits that support you through every stage of your career, empowering you to thrive at work and at home. Honored with a Glassdoor Employees' Choice Award, we have been recognized by our employees as a Best Place to Work in 2023. And you don't need a finance background to succeed at Fidelity—we offer a range of opportunities for learning so you can build the career you've always imagined.
At Fidelity, our goal is for most people to work flexibly in a way that balances both personal and business needs with time onsite and offsite through what we’re calling “Dynamic Working”. Most associates will have a hybrid schedule with a requirement to work onsite at a Fidelity work location for at least one week, 5 consecutive days, every four weeks. These requirements are subject to change.
We invite you to Find Your Fidelity at fidelitycareers.com.

Fidelity Investments is an equal opportunity employer. We believe that the most effective way to attract, develop and retain a diverse workforce is to build an enduring culture of inclusion and belonging.
Fidelity will reasonably accommodate applicants with disabilities who need adjustments to participate in the application or interview process. To initiate a request for an accommodation, contact the HR Accommodation Team by sending an email to accommodations @fmr.com, or by calling 800-835-5099, prompt 2, option 3.
At Fidelity, we value honesty, integrity, and the safety of our associates and customers within a heavily regulated industry. Certain roles may require candidates to go through a preliminary credit check during the screening process. Candidates who are presented with a Fidelity offer will need to go through a background investigation and may be asked to provide additional documentation as requested. This investigation includes but is not limited to a criminal, civil litigations and regulatory review, employment, education, and credit review (role dependent). These investigations will account for 7 years or more of history, depending on the role. Where permitted by federal or state law, Fidelity will also conduct a pre-employment drug screen, which will review for the following substances: Amphetamines, THC (marijuana), cocaine, opiates, phencyclidine.","$128,003 /yr (est.)",10000+ Employees,Company - Private,Financial Services,Investment & Asset Management,1946,$10+ billion (USD)
"Indium Software
4.1",4.1,"Sacramento, CA",Senior Data Engineer,"Job Information
RSD NO
7502
Industry
IT Services
Min Experience
4
Max Experience
8
City
Sacramento
State/Province
California
Country
United States
Zip/Postal Code
94203
Job Description
Title: Senior Data Engineer
Education Qualification: Bachelor's degree in Computer Science, Information Technology, or a related field.
Experience: 4-8 Years
Work Location: California
Work Mode: Work from Office

Required Skills :
Extensive experience providing practical direction within azure native services , implementing data migration and data processing using Azure services: ADLS, Azure Data Factory, Synapse/DW /Azure SQL DB, Fabric.
Proven experience with SQL, namely schema design and dimensional data modelling
Solid knowledge of data warehouse best practices, development standards and methodologies
Strong experience with Azure Cloud on data integration with Databricks
Be an independent self-learner with the “let’s get this done” approach and ability to work in Fast paced and Dynamic environment

Nice-to-Have Skills:
Basic understanding on ML Studio, AI/ML, MLOps etc.
Good to have Event Hub, IOT Hub, Azure Stream Analytics, Azure Analysis Service, Cosmo Db knowledge.
Good to have SAP Hana knowledge
Intermediate knowledge on Power BI
Good to have knowledge in DevOps and CI/CD deployments, Cloud migration methodologies and processes.","$127,709 /yr (est.)",501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,1999,$25 to $100 million (USD)
