company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
"i6 Group, Ltd.
4.2",4.2,Remote,Junior Data Engineer,"Junior Data Engineer
Job Location: Fully Remote – UK/EU
Job Type: Full-time, Permanent
Relocation: No
We’re pioneering the use of data to improve efficiency, transparency, and sustainability. Today, our aviation fuel management technology connects business functions, drives operational efficiencies, and enables environmental accountability across the globe. Our ambition is big, we’re transforming the aviation industry, and we need great people to make that happen.
Bring Your Skills and Passion to Life at i6:
As our company grows and matures from a start-up into a scale-up with an increase in customers and multi-tenancy applications, the opportunity for a curious and inspired Junior Data Engineer has opened up in our Data Team. This is your chance to join a team of innovative and like-minded engineers, analysts, and innovators pushing the boundaries of their products and themselves, working with our high-profile global customers to craft truly outstanding SaaS solutions. You will be responsible for creating, owning and driving the data solutions, including transforming data into critical assets for the business while ensuring security, reliability, privacy and performance by design.

Your Career at i6:
In your first month you’ll…
Ask lots of questions and begin to explore and really get to know our products, our clients and gain deeper insight into the Aviation industry
Start to build an idea of the challenges and requirements of our clients, think about what it really means to connect our biosphere to highly varied client architectures managing multiple interactions a second and dealing in near real time
Begin to translate business issues and requirements into data solutions
Maintain monitoring and alerting across the data processing systems
Start to learn and develop your skills in implementing data processes, ensuring consistency & re-usability
Start to work closely with data analysts ensuring data and its required structure & availability is accessible for reporting

Within 6 mths you’ll…
Start to develop the knowledge, expertise and confidence to identify pain points , challenge the status quo, then pioneer new ideas, develop designs and implement solutions helping us scale faster and drive the business forward
Participate fully in, and contribute to, sprint planning, retrospectives, standups and other ceremonies in a constructive and can-do manner
Begin to gather data requirements, working closely with business stakeholders and analysts and design & build the required integrations into the data pipeline following industry best practices on ETL, ELT processes & data warehousing to support project delivery
Working closely with the infrastructure team ensuring business data applications are well served and prioritise when required
Working closely with Solutions Architects, Developers, Product Owners & Managers to ensure adherence to data models when developing new products or applications
Start implementing data analysts reporting requirements into the data warehouse or pipeline

Within 1 year, you’ll…
Be able to proactively identify gaps & solutions in the data functionality requirements of the business
Effectively manage challenges associated with handling large volumes of data while working towards tight deadlines
Be proposing, researching & supporting the implementation of technical solutions that help the business achieve its commercial objectives in a cost-efficient and scalable manner
Feeling proud of what you have achieved, the influence you have had and how you have made positive changes for yourself, your team, i6, your clients and the planet
What you’ll bring to the role:
Bright, ambitious, humble and most of all inquisitive, you love telling stories with data, building reports and propositions that give real insight and impact, ensuring our products remain the best in the market. You love data and are a true evangelist, able to use your outstanding analytical and architecture skills to power internal insight and supercharge our data focused products. Data is the secret sauce to your superpower, and you are ready to share your expertise to help launch us to the next level.
What you will be working on: (You don't need all of this, but outstanding SQL is an essential)
Enterprise Systems
Near Real-Time Applications
Good understanding and experience using the following technologies: SQL, Python, Airflow, DBT, BigQuery, GitHub, GitHub Actions
Nice to have understanding of the following technologies: BI Tools (e.g. Tableau), Docker, Kubernetes, Google Cloud Platform, AWS, Azure Cloud
Bonus knowledge: Node.js, Typescript, MongoDB
SaaS
A dedicated, creative, and highly collaborative team of developers, engineers and analysts
A massive variety of systems and products for our major clients across the globe

Our Interview Process:

Stage 1: Initial screening interview with Talent Manager
Stage 2: In depth technical interview our Senior Data Engineer
Stage 3: Cultural interview with our CTO
Stage 4: Offer
Stage 5: Hand in notice and join our awesome team at i6

A Career With i6 Group

Our Values, The Six I’s That Make i6:
Improve - we’re open to new ideas and deliver an amazing customer experience.
Influence - we build strong relationships and make great decisions.
Impress - we work hard and smart to deliver great work on time.
Innovation - we share ideas, experiment and find new ways to solve challenges.
Intelligence - we continue to develop our skills, knowledge and behaviours.
Integrity - we respect and embrace differences in people.

Our Benefits

Subsidised subscriptions to Headspace, gym membership and health insurance (UK Only)
Various discounts and perks at high street shops, supermarkets and online vendors
Fully remote – work from anywhere within the UK/ Europe (with occasional travel to Farnborough Airport)
Clear goals, targets, and progression plan so you can maximise your career
Cross training opportunities
Sustainable workplace - Carbon footprint offset

Diversity & Inclusion: Equal opportunities for everyone.
We’re embracing diversity in all its forms and fostering an inclusive environment for all people to do their best work. This is integral to our mission of driving operational efficiency and environmental accountability across the world.

QTPX6EGOKQ",,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2013.0,Unknown / Non-Applicable
Kaizen Dynamics,,Remote,Data Engineer,"12+ years of experience needed to serve as the subject matter expert on data architecture for the agency’s multi-year Data Management Project to modernize the agency’s data management systems and implement an enterprise data warehouse.
The DC Department of Employment Services (DOES) operates the District’s Workforce Development System; maintains oversight of the Unemployment Insurance and Paid Family Leave programs; and administers, plans, and develops various employment-related services to all segments of the Washington, DC metropolitan population. DOES achieves its mission through empowering and sustaining a diverse workforce, which enables all sectors of the community to achieve economic and social stability. DOES requires the services of a Data Engineer staff augmentation consultant to serve as the data engineer for the Data Management Project team. The Data Management Project is a multi-year effort by DOES to ensure that the agency has accurate and reliable data maintained by high quality systems, all agency data are readily available and consistently used for well-informed decisions, and appropriate and accurate data are regularly released to the public. The Data Management Project team is responsible for meeting the project goals: (1) establish a data governance program, (2) perform a comprehensive data gap analysis, (3) design a master data architecture, (4) create a data warehouse for all data assets, (5) develop a front-end for program staff to quickly access workforce information and visualize program status, (6) create a public portal with user-friendly scorecards to help residents make more informed decisions about workforce opportunities, and (7) foster relations with other DC agencies and improve inter-agency data integration. The Data Management Project Data Engineer serves as an ETL developer and system administrator for the agency’s multi-year Data Management Project to modernize the agency’s data management systems and implement an enterprise data warehouse, with a focus on data asset analysis, supporting data quality measures, and the enhancement of reporting and analysis for program staff. Specific duties for the position include: include: Specific Duties: 1. Develop, test, and maintain extraction, transformation, and load (ETL) processes. 2. Support the System Administration of associated tools and software of data and analytics landscape at DOES including the data catalog, master data, data sources, data lakes, data warehouses, data assets, and analytic products. 3. Support the Data Management Project team to develop and maintain data quality controls. 4. Support the program staff and the Data Management Project team to develop and enhance data analysis and reporting to support program operations. 5. Support business data stewards and Data Management Project team in maintaining accurate data asset meta-data and updating data documentation. 6. Support the data stewards to troubleshoot and resolve data issues. 7. Support business users to obtain requirements for enhancements and/or new analytic assets. 8. Assist in the Development of data asset training and documentation. 9. Participate in the development and implementation of a DOES data standard. 10. Participate in the development and maintenance of agency data security, privacy, policies, procedures, and best practices.
Job Types: Full-time, Contract
Pay: $80.00 - $90.00 per hour
Schedule:
8 hour shift
Experience:
ETL processes development: 10 years (Preferred)
Work Location: Remote",$85.00 /hr (est.),Unknown,Company - Public,,,,Unknown / Non-Applicable
"GTA (Global Technology Associates)
4.4",4.4,"Plano, TX",Data Logging Engineer,"Looking for a Data Logging Engineer
What you will be doing as a Data Logging Engineer
· Perform system level log captures/analysis of several Network elements in the 4G/5G Network architecture to identify root causes of product and key performance issues.
· Document and maintain the troubleshooting steps including updating technical documentation for primary areas of responsibility
· Identify automation opportunities & implement scripts for log analysis, for discussions with external customers/internal customers
· Strong on customer support as well as data analysis of logs, etc.
· Must be able to drive for issue resolution with other Engineering team
· Initial analysis of Network KPI degradation to quantify and qualify the issue
· Be able to proactively perform Ad-hoc/periodic parameter audit, issue signature audit and SW/FW audit
· Ensure the latest ticket status ticket status is provided to the customers
· Software and patch upgrades on network element to support feature testing and issue resolution verification
· Provide 24X7 support as needed for commercial Network outages and network performance issues. Also provide technical reviews and provide support to customers as needed
What you will bring to the table as a Data Logging Engineer:
· Bachelor’s Degree in Telecommunication or Network Engineering with at least 2 years of experience in Wireless Telecom environment.
· Good knowledge of UNIX/LINUX operating systems
· Good Scripting skills using but not limited to Python, Shell or Perl
· Strong knowledge of MS office tools like Excel, power point and Word.
· Good analytical skills to investigate and evaluate trending data for issue resolution
· Good knowledge of 4G and 5G wireless network architecture concepts, RAN protocols and eNB interfaces S1-MME, S1-U is a plus
· Good knowledge of trouble ticket and knowledge management systems
· Willing to work during night to accommodate debugging involving offshore R&D teams
What you didn’t know about us:
· Competitive salary
· Health, Dental and Vision Benefits
· Short/Long Term Disability and Critical Care/Illness Protection
· Life Insurance and Retirement Plans
· Employee Assistance Program
· With this position, you will get the opportunity to work with our game changing clients and further advance your already valuable experience in the telecom industry!
We are Connectors. We thrive on ‘quality over quantity’ and put in the work building strong relationships. We create connections, discover qualities, uncover skills, and place people with accuracy. We are your true partner!
We are Collaborators. You’ll be working with a wholly-owned subsidiary of Kelly and part of the Kelly Telecom division. It allows us to be as nimble and fiercely competitive as a startup while having the backing of a multibillion dollar publicly traded company which has been in business for 75 years. With direct access to hiring managers, services don’t stop at standard recruiting processes. We use our expertise to improve your application skills and provide ongoing career support.
We give 24/7 Support. We are in this together. We provide around the clock availability, competitive employee benefits, and continuously check-in to make sure things are going smoothly. Check out our Glassdoor page!
Kelly Telecom is an equal opportunity employer and will consider all applications without regard to race, genetic information, sex, age, color, religion, national origin, veteran status, disability, or any other characteristic protected by law. For more information click Equal Employment Opportunity is the law.
You should know: Your safety matters! Vaccination against COVID-19 may be a requirement for this job in compliance with current client and governmental policies. A recruiter will confirm and share more details with you during the interview process.
#JobsAtKellyTelecom
Job Types: Full-time, Contract
Salary: From $50.00 per hour
Schedule:
8 hour shift
Work Location: In person",$50.00 /hr (est.),Unknown,Company - Private,,,,Unknown / Non-Applicable
"Raphael and Associates
3.3",3.3,"Rutherford, NJ",Data Analytics Engineer,"We are looking for a passionate and highly skilled Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.
RESPONSIBILITIES:
Set and deliver the vision and agenda for Business Analytics for the organization
Work with stakeholders to understand business needs, establishing a portfolio that will drive cost savings, revenue growth and continuous improvement
Develop and implement data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases
Lead development of analytic models to derive actionable insights that will have high business impact
Collaborate with IT to define the enterprise data strategy encompassing data collection architecture, data governance and data reporting infrastructure
Identify, recruit and develop top analytic talent
Locate and define new process improvement opportunities
Perpetuate a data-driven culture across the enterprise
KEY CAPABILITIES
Strategic thinker, with ability to make recommendations and influence senior leadership
Leadership experience in an analytics/BI environment
Leadership experience deploying new analytical approaches
In-depth understanding of insurance claims administration
Experience designing, building, testing and implementing predictive models
2-3 years people leadership experience
REQUIREMENTS
Proven working experience as a data analyst or business data analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with Tableau and/or other reporting packages, databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
BS in Mathematics, Economics, Computer Science or Statistics
eNdkCsQAff","$91,886 /yr (est.)",51 to 200 Employees,Company - Private,Insurance,Insurance Carriers,,$5 to $25 million (USD)
"Sanametrix
3.8",3.8,Remote,AWS Data Engineer,"Candidates Must be able to obtain/maintain a Public Trust (US Citizenship is required). This position is full-time w/benefits and 100% remote!
Sanametrix, Inc. is a fast-growing small business headquartered in Arlington, VA. We are dedicated to providing federal agencies with legendary customer service and focused solutions for their business and technology needs. This role is responsible for building data pipelines for transferring data from source systems (virtual machines, Microsoft SQL Server) into AWS Cloud using AWS Native Tools. This resource has strong data modeling and scripting experience and has a strong knowledge of AWS Data Services.
Responsibilities:
Perform data processing, algorithm / structures, pipeline orchestration, data quality, governance, discovery.
Work with structured and unstructured data, blob data
Develop and work with APIs
Collect and organize data using data warehousing technique and file storage technologies
Perform ELT and ETL processes
Gather data requirements
Develop and maintain scalable data pipelines and build out new API integrations to support continuing increases in data volume and complexity.
Collaborate with analytics and business teams to improve data models that feed business intelligence tools, increase data accessibility, and foster data-driven decision making across the organization.
Implement processes and systems to monitor data quality, to ensure production data accuracy, and ensure key stakeholder and business process access.
Write unit/integration tests, contribute to engineering wiki, and documents.
Perform data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
Work closely with a team of front-end and back-end engineers, product managers, and analysts.
Design data integrations and dataquality framework based on established requirements.
Must be able to obtain a Public Trust (US Citizenship required to obtain Public Trust)
Qualifications & Skills:
Scripting
SQL & Scripting
Python
Spark
Linux / shell scripting
Services / Tools (six or more)
S3 Lambda
Redshift
Lake Formation
Glue ETL
Kinesis
DMS
Glue catalog/Crawlers
Git
Jira
Airflow /Orchestration
Education, Experience, and Licensing Requirements:
BS or MS degree in Computer Science or a related technical field
4+ years of Python or Java development experience
4+ years of SQL or NoSQL experience
4+ years of experience with schema design and dimensional data modeling
Ability in managing and communicating data warehouse plans to internal clients
Experience designing, building, and maintaining data processing systems
AWS Certified is preferred
Job Type: Full-time
Pay: $110,000.00 - $120,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Professional development assistance
Vision insurance
Compensation package:
Yearly pay
Experience level:
5 years
Schedule:
Monday to Friday
Work Location: Remote","$115,000 /yr (est.)",Unknown,Company - Private,,,,Unknown / Non-Applicable
"PRO IT
5.0",5.0,"Newark, NJ",AWS Data Engineer,"Bachelor's degree in Computer Science, Software Engineering, MIS or equivalent combination of education and experience
Advanced skills in data model design and SQL development experience in RDBMS databases such as DB2, Oracle, Teradata
Extensive knowledge of coding and scripting languages, SQL, Python, etc.
Strong knowledge in ETL/ELT processes and tools. Informatica tech stack experience is a big plus
Experience implementing metadata solutions for configurable codebase
Ability to solve business problems by designing and building reports and queries, enhancing the ETL and databases, or identifying root cause issues
Experience implementing, supporting data lakes, data warehouses and data applications on AWS for large enterprises
Hands on experience of AWS services such as CloudFormation, S3, Athena , Glue, EMR/Spark, RDS, Redshift, DynamoDB, Lambda, Step Functions, IAM, KMS, SM etc.
Solid experience implementing solutions on AWS based data lakes
Experience in system analysis, design, development, and implementation of data ingestion pipeline in AWS
End-to-end data solutions (ingest, storage, integration, processing, access) on AWS
Implement high velocity streaming solutions using Amazon Kinesis, SQS, and Kafka (preferred)
Migrate data from traditional relational database systems, file systems, NAS shares to AWS relational databases such as Amazon RDS, Aurora, and Redshift
Migrate data from APIs to AWS data lake (S3) and relational databases such as Amazon RDS, Aurora, and Redshift
AWS Solutions Architect or AWS Developer or AWS Big Data Specialty Certification preferred
Job Type: Full-time
Pay: $111,544.00 - $131,964.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
5x8
8 hour shift
Day shift
Monday to Friday
Ability to commute/relocate:
Newark, NJ: Reliably commute or planning to relocate before starting work (Required)
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: In person","$121,754 /yr (est.)",1 to 50 Employees,Company - Private,,,,Unknown / Non-Applicable
"Epsilon
3.9",3.9,"Irving, TX",AWS Data Engineer,"Job Description

As a data engineer, you will design and maintain data platform road maps and data structures that support business and technology objectives. Naturally inquisitive and open to the deep exploration of underlying data, finding actionable insights, and working with functional competencies to drive identified actions. You also enjoy working both freely and as part of a team and have the confidence to influence and communicate with stakeholders at all levels, and to work in a fast-paced complex environment with conflicting priorities.

About the role:

Reporting into the delivery leader, you will deliver consumable, contemporary, and immediate data content to support and drive business decisions. The key focus of the role is to deliver a custom solution to support various business critical requirements. You will be involved in all aspects of data engineering from delivery planning, estimating and analysis, all the way through to data architecture and pipeline design, delivery, and production implementation. From the beginning you will be involved in the design and implementation of complex data solutions ranging from batch to streaming and event-driven architectures, across cloud, on-premise, and hybrid client technology landscapes.

Brief Description of Role:

We are looking for 3+ years of experience in data engineering in a customer or business facing capacity and experience in the following:
Ability to understand and articulate requirements to technical and non-technical audiences
Stakeholder management and communication skills, including prioritizing, problem solving and interpersonal relationship building
Strong experience in SDLC delivery, including waterfall, hybrid and Agile methodologies
Experience of implementing and delivering data solutions and pipelines on AWS Cloud Platform.
A strong understanding of data modelling, data structures, databases, and ETL processes
An in-depth understanding of large-scale data sets, including both structured and unstructured data
Knowledge and experience of delivering CI/CD and DevOps capabilities in a data environment
Develop new inbound data source ingestions required within the multi-tiered data platform to support analytics and marketing automation solutions
Supports data pipelines - Builds the required dimensions, rules, segments, and aggregates
Support all database operations: performance monitoring, pipeline ingestion, maintenance, etc.
Monitor platform health - data loads, extracts, failures, performance tuning
Create/modify data structures/pipelines
Leveraging capabilities of Databricks Lakehouse functionality as needed to build Common/Conformed layers within the data lake
Develop, document, and test software and environment setup to ensure that the outcome meets the needs of end-users and achieves business goals

Qualifications

The following skills are required:
Tech Stack: AWS pipeline, Glue, Databricks, Python, SQL, Spark, etc.
Building the Data Lake using AWS technologies like S3, EKS, ECS, AWS Glue, AWS KMS, EMR
Extensive experience in ETL and audience segmentation
Developing sustainable, scalable, and adaptable data pipelines
Attention to detail in design, documentation, and test coverage of delivered tasks
Strong written and verbal communication skills, team player
In addition, the candidate should have strong business acumen, interpersonal skills, and communication skills, yet also be able to work independently.
At least 3 years of experience with designing and developing Data Pipelines for Data Ingestion or Transformation using AWS technologies
At least 2 years of experience in the following Big Data frameworks: File Format (Parquet, etc.), Resource Management, Distributed Processing
At least 3 years of experience developing applications with Monitoring, Build Tools, Version Control, Unit Test, TDD, Change Management to support DevOps
At least 1-2 years of experience with Spark programming (PySpark)
At least 2 years of experience with Databricks implementations
Familiarity with the concepts of ""delta lake"" and ""lakehouse"" technologies

The following skills are nice to have, and expertise is not required:
Adobe (Campaign, Audience Manager, Analytics)
MLFlow
Microsoft Power BI
SAP Business Objects

Additional Information

When you're one of us, you get to run with the best. For decades, we've been helping marketers from the world's top brands personalize experiences for millions of people with our cutting-edge technology, solutions and services. Epsilon's best-in-class identity gives brands a clear, privacy-safe view of their customers, which they can use across our suite of digital media, messaging and loyalty solutions. We process 400+ billion consumer actions each day and hold many patents of proprietary technology, including real-time modeling languages and consumer privacy advancements. Thanks to the work of every employee, Epsilon has been consistently recognized as industry-leading by Forrester, Adweek and the MRC. Positioned at the core of Publicis Groupe, Epsilon is a global company with more than 8,000 employees around the world. Check out a few of these resources to learn more about what makes Epsilon so EPIC:
Culture: https://www.epsilon.com/us/about-us/our-culture-epsilon
DE&I: https://www.epsilon.com/us/about-us/diversity-equity-inclusion
CSR: https://www.epsilon.com/us/about-us/corporate-social-responsibility
Life at Epsilon: https://www.epsilon.com/us/about-us/epic-blog

Great People Deserve Great Benefits

We know that we have some of the brightest and most talented associates in the world, and we believe in rewarding them accordingly. If you work here, expect competitive pay, comprehensive health coverage, and endless opportunities to advance your career.

#LI-SJ1

REF186919L","$90,830 /yr (est.)",10000+ Employees,Company - Public,Media & Communication,Advertising & Public Relations,1926.0,$5 to $10 billion (USD)
"AGM Tech Solutions, LLC
4.8",4.8,"Alpharetta, GA","Senior Data Engineer (Must be local to Atlanta, GA)","Sr. Data Engineer
Location: Must be local to Atlanta Metro area, will not consider relocations at this time.
Hybrid Remote, a few days in office in Alpharetta, GA.
Contract Length: 6-12 month contract to full time.
Summary
Our Direct Client, a Global top Payroll technology company, is looking for a Senior Data Engineer. You will design, build and operationalize large scale enterprise data solutions and applications using one or more of AWS data and analytics services in combination with 3rd parties - Spark, EMR, RedShift, Lambda, Glue Design and build production data pipelines from ingestion to consumption within a big data architecture, using Java, and Python. You will also design and implement data engineering, ingestion, and curation functions on AWS cloud using AWS native or custom programming.
Required Experience
Experience with ETL, Data Modeling, and Data Architecture. Experience with Big Data technologies such as Hadoop/Hive/Spark.
Skilled in writing and optimizing SQL. Experience operating very large data warehouses or data lakes.
This candidate must be skilled in : AWS, Python, (Hadoop, Hive, or Spark), ETL, data modeling, SQL scripting.
Preferred Experience
Designing and implementing highly performant data ingestion pipelines from multiple sources using Apache Spark and/or Azure Databricks
Show efficiency in handling data - tracking data lineage, ensuring data quality, and improving discoverability of data.
Integrating end-to-end data pipeline to take data from source systems to target data repositories ensures the quality and consistency of data is always maintained.
Excellence using standard methodologies
Comfortable using PySpark APIs to perform advanced data transformations
Familiarity with implementing classes with Python.
Job Types: Full-time, Contract
Pay: $75.00 - $85.00 per hour
Experience level:
7 years
Schedule:
Monday to Friday
Application Question(s):
How many years of experience do you have as a Data Engineer?
How many years of experience do you have building data pipelines with Spark or Databricks?
Can you work on W2 without sponsorship? No C2C engagements for this position.
Are you currently located in Atlanta Metropolitan area?
Experience:
Python: 4 years (Preferred)
Spark: 3 years (Preferred)
AWS: 3 years (Preferred)
Work Location: One location",$80.00 /hr (est.),51 to 200 Employees,Company - Private,Human Resources & Staffing,HR Consulting,2018.0,$5 to $25 million (USD)
"OPENMIND TECHNOLOGIES INC
4.2",4.2,"King of Prussia, PA","Data Engineer - Hybrid Onsite - King of Prussia, PA","Details:
JOB DESCRIPTION:
We are working with a client in need of a talented Data Engineer to support our client located in King of Prussia, PA. This contractor will be working on a high-level corporate initiative to build an enhanced customer service model for a leading utilities organization. This contractor will be working with our client on Data Engineering topics, including creating relevant data models, developing powerful data pipelines, exposing them through various mechanisms including APIs, and using data visualization tools to efficiently present data.
Responsibilities:
· Partner with our client’s leadership teams, engineers, program managers and data analysts to understand data needs.
· Design, build and launch efficient and reliable data pipelines transforming data into useful report ready datasets.
· Use your data and analytics experience to ‘see what’s missing,’ identifying and addressing data gaps, build monitors to detect data quality issues and partner to establish a self-serve environment.
· Broad range of partners equates to a broad range of projects and deliverables, including ML Models, datasets, measurements, services, tools and process.
· Leverage data and business principles to automate data flow, detect business exceptions, build diagnostic capabilities, and improve both business and data knowledge base.
· Build data expertise and own data quality for your areas.
QUALIFICATIONS:
· At least 4+ years' of advanced SQL experience (including at least one SQL DBMS and one no SQL).
· 4+ years' of Python development experience.
· 3+ years' experience with Data Modeling.
· Experience analyzing data to discover opportunities and address gaps.
· Experience working with cloud or on-prem Big Data/MPP analytics platform (i.e. SnowFlake, Netezza, Teradata, AWS Redshift, Google BigQuery, Azure Data Warehouse, or similar).
· BSc/BA in Data Science, Computer Science, Engineering.
· Familiarity with SAP order generation and invoicing modules
Job Types: Full-time, Contract
Salary: $75.00 - $85.00 per hour
Experience level:
10 years
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
advanced SQL (including at least one SQL DBMS, one no SQL: 4 years (Preferred)
Python development: 4 years (Preferred)
Data Modeling: 3 years (Preferred)
analyzing data to discover opportunities and address gaps: 1 year (Preferred)
cloud or on-prem Big Data/MPP analytics platform: 1 year (Preferred)
SnowFlake, Netezza, Teradata, AWS Redshift, Google BigQuery,: 1 year (Preferred)
Azure Data Warehouse: 1 year (Preferred)
SAP order generation and invoicing modules: 1 year (Preferred)
Work Location: One location",$80.00 /hr (est.),Unknown,Private Practice / Firm,Information Technology,Enterprise Software & Network Solutions,,Unknown / Non-Applicable
"FlexIT Inc
4.0",4.0,"Beaverton, OR",Full Stack Data Engineer,"APLA is building capabilities around the company's data foundation to build data sources that are needed for reporting and analytics
The type of engineer were looking for is a Full Stack Data Engineer
Knowledge of data visualization engineering as well as consumption and view build engineering","$106,106 /yr (est.)",1 to 50 Employees,Company - Private,,,,Unknown / Non-Applicable
"Hired by Matrix
4.5",4.5,"South Milwaukee, WI",Data Engineer,"Data Engineer (Hybrid):
Work with the engagement team to understand priorities, build backlogs, prioritize tasks that will address issues and changes, and present proposals for improving the client’s environments. Ability to understand the end game and create iterative, agile outputs that build momentum and maintain the flexibility to stay in line with maximizing business value.
Qualifications:
Change agent that has a thirst and commitment to the perpetual search of new ways of leveraging cutting-edge capabilities to deliver world-class solutions.
Bachelor’s degree in Computer Science, MIS, IS, or Engineering preferred",$57.50 /hr (est.),51 to 200 Employees,Company - Private,Human Resources & Staffing,Staffing & Subcontracting,1986.0,$5 to $25 million (USD)
ITEOM,,Remote,Data Engineer - Remote,"Our client is seeking a Data Engineer who would be responsible for design of data warehouse schemas as well as end-to-end design and implementation of fault tolerant and scalable data processing pipelines using a variety of technologies for orchestrating data movement, primarily Snowflake , DBT and Airflow . You'll work with a team of data engineers to design and implement solutions that provide business-critical insights.
Salary : Mid-Level - 130K to160K+ bonuses and equity options
Location: REMOTE WORK 100% is an option: (locations limited to CO, AZ, TX, VA, CA, GA, HI, MN, MI, NJ, NY, NC, OR, PA, WA)
How You’ll Do It
Working collaboratively with a team of other data engineers and developers of varying experience levels and areas of expertise, you'll be responsible for:
Responsibilities
Design and implement data warehouse schemas to store large data sets that can be easily and efficiently queried and joined together for reporting and analytical purposes.
Design and develop ETL/ELT pipelines to efficiently move and aggregate data, while optimizing for maximum code and data reuse.
Collaborate with other team members on improvements to existing systems
Investigate data anomalies and provide quick resolutions.
Provide technical support to business users and analysts.
What We’re Looking For
TOP SKILLS: ETL, Data Warehousing, SQL, Jinga Scripting, Python and Snowflake.
3+ years of working experience with large scale data warehouse systems.
Very strong knowledge of SQL and data manipulation best practices
Experience in building efficient and fault tolerant ELT/ETL data pipelines
Very strong knowledge of working with large scale datasets and data modeling and data warehouse design
Experience with Snowflake is preferable
Knowledge of DBT, Jinja scripting and Airflow is a big plus
Nice to Have
Experience working cross functionally with product and engineering teams
Desire to wear many hats and work your tail off for a bit - great earning potential and equity available.
Benefits: A diverse benefit package, sign on bonus, options, etc. is offered through our client.
About ITEOM: ITEOM Digital Technology Talent Partners collaborates with top technologists and top employers to align purpose and passion and re-incorporate belonging to make the job search and work experience more human. We are an equal opportunity employer; however, this role is not eligible for sponsorship at this time. Employees eligible for full time W2 employment are encouraged to apply.","$145,000 /yr (est.)",1 to 50 Employees,Company - Public,,,,Unknown / Non-Applicable
"Globaleur
4.5",4.5,"Santa Clara, CA",Sr. Data Engineer,"What will you do:
Identify, design and implement internal process improvements including re-designing infrastructure for greater scalability, optimizing data delivery, and automate manual processes.
Optimize data retrieval and develop dashboards, reports, and other visualizations for stakeholders.
Align architecture with business requirements, develop algorithms to transform data into useful, actionable information.
Deploy sophisticated analytics programs, machine learning, and statistical methods.
Ensure compliance with data governance and security policies.
Building analytical tools to utilize the data pipeline, providing actionable insight into key business performance metrics including operational efficiency and customer acquisition.
Works closely with a team of frontend and backend engineers, product managers, and external clients.

Requirements:
Have at least 5+ years of relevant experiences.
Bachelor or master degree in IT, CS, Engineering, Data Science or related fields.
Working knowledge of data tracking/analytics/visualization tools such as Google Analytics, Tag manager, Mixpanel, Tableau, etc. Familiar with CRM integration, A/B testing.
Knowledge of SQL, noSQL, MongoDB, AWS, Azure, Python, Java.
Have working experiences in e-commence, travel, marketing domain is a plus.
Knowledge of best practices and IT operations in an always-up, always-available service
Experience with or knowledge of Agile Software Development methodologies.
Excellent problem solving and troubleshooting skills.
Process oriented with great documentation skills.
Excellent oral and written communication skills with a keen sense of customer service.


About Globaleur:

We're a diverse team of thinkers and avid travelers, constantly reimagining how to better help worldwide travelers fully maximize their travel experience. The people who work for our company all share the same passion for innovation that goes into our platform and customer-centric products and services - revolutionizing how global travelers consume travel-related goods and services. Globaleur’s vision is to become the go-to platform that will help users in navigating worldwide destinations with ease, thereby building a more unified world where everyone feels comfortable visiting, communicating and exchanging cultural values with those who are from other parts of the world.","$119,183 /yr (est.)",1 to 50 Employees,Company - Private,Information Technology,Computer Hardware Development,2017.0,Unknown / Non-Applicable
